gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	B Activated	CD14 Mono	CD16 Mono	CD4 Memory T	CD4 Naive T	CD8 T	DC	Eryth	Mk	NK	T activated	pDC
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0EBFE1854	0.0	0.004	0.0	0.0	0.001	0.008	0.0	0.0	0.0	0.0	0.0	0.012	0.0
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS05B4EB419	0.0	0.01	0.001	0.0	0.004	0.002	0.008	0.003	0.0	0.008	0.015	0.0	0.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0659DBE72	0.02	0.004	0.012	0.015	0.019	0.017	0.017	0.01	0.024	0.006	0.014	0.006	0.0
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0FC01B947	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.004	0.0
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0FF49C823	0.0	0.004	0.0	0.0	0.001	0.008	0.0	0.0	0.0	0.0	0.0	0.012	0.0
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS030BB46BB	0.222	0.155	2.998	2.653	2.807	1.66	2.779	3.028	1.792	2.199	2.29	2.079	1.111
APP	P05067	False	A4_HUMAN		CPI-SS0F66EA6BE	0.089	0.183	0.067	0.054	0.066	0.077	0.026	0.088	0.07	0.143	0.029	0.073	0.565
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0F739D3DB	0.222	0.155	2.998	2.653	2.807	1.66	2.779	3.028	1.792	2.199	2.29	2.079	1.111
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS06CCF5A54	0.222	0.155	2.998	2.653	2.807	1.66	2.779	3.028	1.792	2.199	2.29	2.079	1.111
APP	P05067	False	A4_HUMAN		CPI-SC0E89A4EF0	0.089	0.183	0.067	0.054	0.066	0.077	0.026	0.088	0.07	0.143	0.029	0.073	0.565
APOA1	P02647	False	APOA1_HUMAN		CPI-SC0FE3CE9D1	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.004	0.003	0.0
APOE	P02649	False	APOE_HUMAN		CPI-SC06C75F978	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.003	0.0	0.009	0.0	0.0	0.0
CLU	P10909	False	CLUS_HUMAN		CPI-SC046AFCFE9	0.016	0.019	0.018	0.008	0.045	0.007	0.084	0.011	0.048	0.747	0.048	0.031	0.053
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS073F3FAD5	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SS0A81A3626	0.0	0.0	0.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0	0.004	0.0
AGRN	O00468	False	AGRIN_HUMAN		CPI-SS075189979	0.002	0.005	0.011	0.0	0.001	0.003	0.003	0.039	0.0	0.009	0.003	0.004	0.014
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS039799099	0.0	0.024	0.004	0.003	0.011	0.003	0.004	0.004	0.0	0.017	0.003	0.01	0.0
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0423580E5	0.011	0.01	0.004	0.0	0.002	0.019	0.005	0.003	0.019	0.0	0.042	0.014	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS060B82BBC	0.0	0.005	0.01	0.004	0.0	0.0	0.003	0.018	0.0	0.005	0.014	0.004	0.012
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0FB5FE587	0.011	0.01	0.004	0.0	0.002	0.019	0.005	0.003	0.019	0.0	0.042	0.014	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0837E9F59	0.0	0.005	0.01	0.004	0.0	0.0	0.003	0.018	0.0	0.005	0.014	0.004	0.012
DLL1	O00548	False	DLL1_HUMAN		CPI-SS047232C64	0.011	0.01	0.004	0.0	0.002	0.019	0.005	0.003	0.019	0.0	0.042	0.014	0.0
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B99F22A2	0.0	0.005	0.01	0.004	0.0	0.0	0.003	0.018	0.0	0.005	0.014	0.004	0.012
SCGB3A1	Q96QR1	False	SG3A1_HUMAN		CPI-SS0F21DBF93	0.0	0.0	0.001	0.031	0.005	0.006	0.0	0.007	0.0	0.026	0.0	0.003	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS035E5A708	0.008	0.032	0.0	0.0	0.001	0.003	0.002	0.0	0.0	0.0	0.004	0.0	0.0
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS08FAC0A55	0.004	0.0	0.07	0.064	0.0	0.0	0.0	0.03	0.0	0.014	0.0	0.0	0.038
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS059EC4FAE	0.68	0.327	0.899	1.434	1.714	1.205	2.031	1.195	0.819	1.252	1.341	1.156	0.698
CD72	P21854	False	CD72_HUMAN		CPI-SS06AA638A8	0.129	0.298	0.012	0.034	0.004	0.002	0.0	0.012	0.0	0.005	0.014	0.026	0.009
LTA	P01374	False	TNFB_HUMAN		CPI-SS03156A825	0.047	0.231	0.001	0.005	0.032	0.064	0.022	0.008	0.025	0.06	0.022	0.133	0.012
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS0859C173B	0.002	0.023	0.089	0.011	0.051	0.007	0.097	0.019	0.04	0.055	0.164	0.023	0.0
LTA	P01374	False	TNFB_HUMAN		CPI-SS0110361CB	0.047	0.231	0.001	0.005	0.032	0.064	0.022	0.008	0.025	0.06	0.022	0.133	0.012
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS019C98396	0.002	0.023	0.089	0.011	0.051	0.007	0.097	0.019	0.04	0.055	0.164	0.023	0.0
CD160	O95971	False	BY55_HUMAN		CPI-SS0879B8E95	0.0	0.0	0.002	0.001	0.001	0.001	0.043	0.0	0.0	0.009	0.101	0.0	0.0
MIF	P14174	False	MIF_HUMAN		CPI-SS02ACCF1F7	0.143	0.483	0.07	0.052	0.165	0.198	0.137	0.063	0.155	0.126	0.15	0.127	0.074
BTLA	Q7Z6A9	False	BTLA_HUMAN		CPI-SS08330207B	0.187	0.258	0.005	0.001	0.024	0.023	0.01	0.047	0.021	0.046	0.009	0.12	0.01
CD70	P32970	False	CD70_HUMAN		CPI-SS0C412B7DE	0.149	0.546	0.003	0.003	0.01	0.001	0.029	0.011	0.052	0.008	0.012	0.025	0.032
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS095E52E66	1.313	0.603	1.778	2.648	0.824	0.97	0.712	1.528	1.348	0.899	1.312	0.616	1.584
MIF	P14174	False	MIF_HUMAN		CPI-SS059EEFDC6	0.143	0.483	0.07	0.052	0.165	0.198	0.137	0.063	0.155	0.126	0.15	0.127	0.074
GDF11	O95390	False	GDF11_HUMAN		CPI-SC001669E22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SC017215F7F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0
POMC	P01189	False	COLI_HUMAN		CPI-SS00BD8FF72	0.032	0.037	0.038	0.045	0.021	0.036	0.022	0.043	0.05	0.023	0.051	0.033	0.057
ASIP	P42127	False	ASIP_HUMAN		CPI-SS019ABECEC	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.048
SCGB3A1	Q96QR1	False	SG3A1_HUMAN		CPI-SS0DF5E47DB	0.0	0.0	0.001	0.031	0.005	0.006	0.0	0.007	0.0	0.026	0.0	0.003	0.0
CXCR6	O00574	False	CXCR6_HUMAN		CPI-SS00F282936	0.0	0.004	0.004	0.005	0.035	0.001	0.173	0.002	0.0	0.009	0.039	0.013	0.0
RNASET2	O00584	False	RNT2_HUMAN		CPI-SS016FD0C8A	0.904	0.419	0.486	0.834	0.618	0.478	0.32	0.71	0.35	0.466	0.151	0.44	0.814
FPR2	P25090	False	FPR2_HUMAN		CPI-SS0C321CE6D	0.0	0.0	0.085	0.184	0.001	0.002	0.0	0.003	0.038	0.032	0.0	0.0	0.0
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0A28DCA72	0.0	0.0	0.001	0.032	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
NRG2	O14511	False	NRG2_HUMAN		CPI-SS053613259	0.007	0.005	0.0	0.0	0.005	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0708FE6FF	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0E075E5AF	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0
NRG1	Q02297	False	NRG1_HUMAN		CPI-SS0978D28AB	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0
TNFSF11	O14788	False	TNF11_HUMAN		CPI-SS0ED2573CA	0.002	0.003	0.0	0.0	0.008	0.0	0.004	0.004	0.0	0.0	0.024	0.0	0.0
NCR3	O14931	False	NCTR3_HUMAN		CPI-SS027AFFC0E	0.024	0.018	0.0	0.001	0.004	0.006	0.037	0.003	0.0	0.0	0.079	0.004	0.0
NCR3	O14931	False	NCTR3_HUMAN		CPI-SS0F94547B2	0.024	0.018	0.0	0.001	0.004	0.006	0.037	0.003	0.0	0.0	0.079	0.004	0.0
PLD2	O14939	False	PLD2_HUMAN		CPI-SS06A999D25	0.005	0.0	0.014	0.021	0.008	0.002	0.005	0.022	0.0	0.0	0.0	0.008	0.0
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0CBC7840D	0.68	0.327	0.899	1.434	1.714	1.205	2.031	1.195	0.819	1.252	1.341	1.156	0.698
SEMA4A	Q9H3S1	False	SEM4A_HUMAN		CPI-SS044C72D0D	0.007	0.0	0.151	0.069	0.001	0.003	0.002	0.207	0.045	0.026	0.0	0.006	0.22
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS0DC4D593E	0.022	0.0	0.01	0.012	0.034	0.028	0.013	0.0	0.0	0.0	0.014	0.016	0.0
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0111AAD26	0.0	0.0	0.02	0.004	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0470AF83E	0.0	0.0	0.005	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS00046DCF3	0.004	0.003	0.0	0.0	0.01	0.001	0.008	0.0	0.0	0.007	0.015	0.0	0.0
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS0586F2596	0.0	0.0	0.02	0.004	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS03A2EFDD5	0.0	0.0	0.0	0.0	0.002	0.0	0.011	0.0	0.0	0.0	0.019	0.0	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS01A8F745A	0.0	0.0	0.0	0.0	0.002	0.0	0.011	0.0	0.0	0.0	0.019	0.0	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS05E6D620E	0.0	0.0	0.0	0.0	0.002	0.0	0.011	0.0	0.0	0.0	0.019	0.0	0.0
COPA	P53621	False	COPA_HUMAN		CPI-SS065F7DA2A	0.065	0.051	0.101	0.074	0.051	0.038	0.056	0.097	0.101	0.052	0.051	0.079	0.172
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS09A3FA737	0.148	0.396	0.523	0.872	0.09	0.079	0.087	0.641	0.2	0.213	0.057	0.298	0.224
FPR3	P25089	False	FPR3_HUMAN		CPI-SS0D2539AEB	0.0	0.005	0.512	0.09	0.001	0.002	0.003	0.586	0.065	0.103	0.0	0.0	0.0
CEACAM1	P13688	False	CEAM1_HUMAN		CPI-SS055B305F1	0.015	0.0	0.003	0.018	0.009	0.013	0.003	0.005	0.0	0.006	0.0	0.0	0.024
ICAM2	P13598	False	ICAM2_HUMAN		CPI-SS0544D2759	0.201	0.311	0.189	0.655	0.56	0.535	0.297	0.299	0.219	0.532	0.403	0.562	0.275
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SS0A2949959	0.284	0.159	0.173	0.41	0.241	0.164	0.249	0.289	0.119	0.248	0.296	0.101	0.241
TBXA2R	P21731	False	TA2R_HUMAN		CPI-SS042EB8C7A	0.004	0.0	0.001	0.002	0.0	0.021	0.0	0.0	0.0	0.044	0.0	0.006	0.0
PTGIR	P43119	False	PI2R_HUMAN		CPI-SS05D406038	0.011	0.0	0.075	0.171	0.007	0.061	0.0	0.365	0.069	0.06	0.0	0.01	0.165
TBXA2R	P21731	False	TA2R_HUMAN		CPI-SC0236D0574	0.004	0.0	0.001	0.002	0.0	0.021	0.0	0.0	0.0	0.044	0.0	0.006	0.0
PTGER4	P35408	False	PE2R4_HUMAN		CPI-SC081B8028B	0.074	0.237	0.072	0.261	0.414	0.127	0.418	0.362	0.146	0.209	0.504	0.421	0.134
PTGER2	P43116	False	PE2R2_HUMAN		CPI-SC08932F30D	0.007	0.011	0.602	0.303	0.07	0.008	0.096	0.326	0.098	0.075	0.149	0.033	0.023
PTGER4	P35408	False	PE2R4_HUMAN		CPI-SC09484F060	0.074	0.237	0.072	0.261	0.414	0.127	0.418	0.362	0.146	0.209	0.504	0.421	0.134
PTGER2	P43116	False	PE2R2_HUMAN		CPI-SC0FE04B899	0.007	0.011	0.602	0.303	0.07	0.008	0.096	0.326	0.098	0.075	0.149	0.033	0.023
PTGER4	P35408	False	PE2R4_HUMAN		CPI-SC063B0B7DD	0.074	0.237	0.072	0.261	0.414	0.127	0.418	0.362	0.146	0.209	0.504	0.421	0.134
PTGER2	P43116	False	PE2R2_HUMAN		CPI-SC0AC1EFC2A	0.007	0.011	0.602	0.303	0.07	0.008	0.096	0.326	0.098	0.075	0.149	0.033	0.023
TNFSF12	O43508	False	TNF12_HUMAN		CPI-SS079DDF890	0.012	0.0	0.006	0.0	0.007	0.006	0.008	0.007	0.0	0.01	0.0	0.0	0.013
TNFSF12	O43508	False	TNF12_HUMAN		CPI-SS02EF3E1BA	0.012	0.0	0.006	0.0	0.007	0.006	0.008	0.007	0.0	0.01	0.0	0.0	0.013
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0B9B3870A	0.002	0.018	0.055	0.005	0.0	0.0	0.003	0.065	0.06	0.017	0.004	0.0	0.01
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS02371A6D6	0.002	0.018	0.055	0.005	0.0	0.0	0.003	0.065	0.06	0.017	0.004	0.0	0.01
PLXNC1	O60486	False	PLXC1_HUMAN		CPI-SS02B567BC7	0.003	0.0	0.023	0.011	0.003	0.003	0.01	0.021	0.0	0.008	0.003	0.007	0.022
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS03E273233	0.0	0.0	0.003	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADORA3	P0DMS8	False	AA3R_HUMAN		CPI-SS0FF6CFDCA	0.002	0.0	0.03	0.015	0.0	0.0	0.0	0.017	0.0	0.008	0.0	0.0	0.0
ADORA2B	P29275	False	AA2BR_HUMAN		CPI-SS079728E8B	0.0	0.0	0.007	0.003	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0
PLAU	P00749	False	UROK_HUMAN		CPI-SS036B08188	0.0	0.0	0.028	0.0	0.003	0.001	0.009	0.032	0.0	0.006	0.057	0.002	0.079
CALCA	P01258	False	CALC_HUMAN		CPI-SC00EA503F2	0.002	0.004	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
CALCB	P10092	False	CALCB_HUMAN		CPI-SC02CD655EB	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.003	0.0
IFNG	P01579	False	IFNG_HUMAN		CPI-SC02DEB4893	0.001	0.0	0.002	0.001	0.006	0.0	0.07	0.0	0.025	0.0	0.069	0.032	0.0
PROC	P04070	False	PROC_HUMAN		CPI-SS0291D3D2E	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.034
IGFBP3	P17936	False	IBP3_HUMAN		CPI-SS099ACF7FB	0.0	0.0	0.001	0.006	0.025	0.011	0.014	0.0	0.0	0.009	0.0	0.029	0.01
CD2	P06729	False	CD2_HUMAN		CPI-SS00B1BEE64	0.062	0.023	0.082	0.056	1.382	0.89	1.562	0.144	0.436	0.811	0.892	0.811	0.084
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS0B01CF3AB	0.0	0.0	0.108	0.288	0.001	0.001	0.0	0.162	0.041	0.056	0.0	0.004	0.046
MET	P08581	False	MET_HUMAN		CPI-SS07F60834D	0.0	0.011	0.022	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0
CD48	P09326	False	CD48_HUMAN		CPI-SS056FF4363	0.872	1.245	1.646	1.462	0.597	0.807	0.724	1.192	0.746	0.752	0.772	0.554	0.322
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS0D954EA1C	0.009	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.003	0.0
KIT	P10721	False	KIT_HUMAN		CPI-SS02D7A1DDE	0.0	0.0	0.0	0.0	0.001	0.001	0.003	0.006	0.0	0.008	0.008	0.0	0.012
EPOR	P19235	False	EPOR_HUMAN		CPI-SS0EDAE16B6	0.002	0.01	0.01	0.032	0.019	0.015	0.026	0.002	0.0	0.034	0.023	0.011	0.031
CD28	P10747	False	CD28_HUMAN		CPI-SS07327E587	0.008	0.013	0.006	0.006	0.125	0.124	0.066	0.005	0.026	0.167	0.004	0.23	0.011
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0320FFAFC	0.004	0.0	0.002	0.005	0.095	0.019	0.091	0.017	0.057	0.038	0.014	0.11	0.01
CD28	P10747	False	CD28_HUMAN		CPI-SS077D7365D	0.008	0.013	0.006	0.006	0.125	0.124	0.066	0.005	0.026	0.167	0.004	0.23	0.011
CTLA4	P16410	False	CTLA4_HUMAN		CPI-SS0B0E09B1C	0.004	0.0	0.002	0.005	0.095	0.019	0.091	0.017	0.057	0.038	0.014	0.11	0.01
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS03EF699C7	2.424	2.55	2.451	3.002	2.263	2.291	2.349	2.018	1.933	2.329	2.547	2.244	2.127
HLA-E	P13747	False	HLAE_HUMAN		CPI-SS0C4FA643F	2.424	2.55	2.451	3.002	2.263	2.291	2.349	2.018	1.933	2.329	2.547	2.244	2.127
SELL	P14151	False	LYAM1_HUMAN		CPI-SS0EB5AEC83	0.876	0.397	0.207	0.256	0.913	2.238	0.471	0.31	0.759	1.294	0.508	1.63	1.129
SELP	P16109	False	LYAM3_HUMAN		CPI-SS015E1E2C6	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.018	0.0	0.0	0.0
SELL	P14151	False	LYAM1_HUMAN		CPI-SS087321EB5	0.876	0.397	0.207	0.256	0.913	2.238	0.471	0.31	0.759	1.294	0.508	1.63	1.129
SELP	P16109	False	LYAM3_HUMAN		CPI-SS02B7540B0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.018	0.0	0.0	0.0
SELL	P14151	False	LYAM1_HUMAN		CPI-SS0D8CC2248	0.876	0.397	0.207	0.256	0.913	2.238	0.471	0.31	0.759	1.294	0.508	1.63	1.129
SELP	P16109	False	LYAM3_HUMAN		CPI-SS0C2C89A41	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.018	0.0	0.0	0.0
CD99	P14209	False	CD99_HUMAN		CPI-SS01560CA22	0.029	0.008	0.058	0.006	0.029	0.012	0.052	0.034	0.016	0.052	0.033	0.024	0.039
SPN	P16150	False	LEUK_HUMAN		CPI-SS02A170A99	0.011	0.011	0.032	0.246	0.055	0.053	0.08	0.119	0.024	0.06	0.19	0.016	0.375
LGALS3	P17931	False	LEG3_HUMAN		CPI-SS076940BCD	0.271	0.573	2.989	1.792	0.433	0.075	0.428	2.223	1.149	0.734	0.39	0.134	0.598
C5AR1	P21730	False	C5AR1_HUMAN		CPI-SS01946BE5C	0.004	0.005	0.736	0.494	0.003	0.006	0.002	0.122	0.215	0.151	0.0	0.003	0.011
TNFSF4	P23510	False	TNFL4_HUMAN		CPI-SS04456F441	0.027	0.01	0.001	0.002	0.003	0.002	0.0	0.062	0.0	0.102	0.031	0.005	0.115
TNFRSF8	P28908	False	TNR8_HUMAN		CPI-SS0412C803A	0.0	0.0	0.009	0.028	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	0.032	0.017	0.02	0.017	0.482	0.448	0.465	0.036	0.353	0.247	0.087	0.438	0.069
AXL	P30530	False	UFO_HUMAN		CPI-SS03A4F7DC8	0.0	0.0	0.054	0.011	0.001	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.045
MERTK	Q12866	False	MERTK_HUMAN		CPI-SS0415CC75D	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
CD52	P31358	False	CD52_HUMAN		CPI-SS073C1B796	0.606	0.246	0.414	0.571	0.946	1.424	1.069	0.391	0.45	1.053	0.477	0.341	0.29
BSG	P35613	False	BASI_HUMAN		CPI-SS02DA892C8	0.373	0.523	0.393	0.445	0.384	0.392	0.534	0.537	0.991	0.423	0.613	0.273	0.674
FLT3	P36888	False	FLT3_HUMAN		CPI-SS076FEB261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.026
LTBR	P36941	False	TNR3_HUMAN		CPI-SS06CBC985C	0.0	0.003	0.055	0.033	0.0	0.0	0.0	0.049	0.0	0.005	0.0	0.0	0.024
OPRL1	P41146	False	OPRX_HUMAN		CPI-SS09B2D63C8	0.005	0.0	0.001	0.008	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LILRA4	P59901	False	LIRA4_HUMAN		CPI-SS095DCA7F7	0.008	0.077	0.001	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.694
LCN2	P80188	False	NGAL_HUMAN		CPI-SS0D5A3EC0A	0.01	0.0	0.002	0.0	0.0	0.001	0.008	0.005	0.0	0.103	0.0	0.0	0.0
DSC2	Q02487	False	DSC2_HUMAN		CPI-SS06D13FCD3	0.0	0.0	0.007	0.001	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
DSC1	Q08554	False	DSC1_HUMAN		CPI-SS08B94BEB2	0.0	0.0	0.0	0.0	0.001	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD47	Q08722	False	CD47_HUMAN		CPI-SS0E9015902	1.04	1.127	1.071	1.4	0.599	0.57	0.688	1.132	0.379	0.69	0.613	0.574	1.646
CD47	Q08722	False	CD47_HUMAN		CPI-SC05C71E348	1.04	1.127	1.071	1.4	0.599	0.57	0.688	1.132	0.379	0.69	0.613	0.574	1.646
GPR19	Q15760	False	GPR19_HUMAN		CPI-SS07DFEBFA8	0.001	0.0	0.0	0.0	0.009	0.001	0.004	0.0	0.0	0.0	0.0	0.003	0.0
NTRK2	Q16620	False	NTRK2_HUMAN		CPI-SS070BE6035	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0
LAIR1	Q6GTX8	False	LAIR1_HUMAN		CPI-SS067BA9202	0.004	0.0	0.17	0.311	0.011	0.016	0.01	0.05	0.018	0.031	0.109	0.01	0.083
CLEC2B	Q92478	False	CLC2B_HUMAN		CPI-SS025C8F785	0.346	0.225	0.401	1.139	0.435	0.551	0.749	0.267	0.392	0.589	1.294	0.874	0.539
RORB	Q92753	False	RORB_HUMAN		CPI-SC0A1E8C5F6	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.007	0.0	0.0
RORB	Q92753	False	RORB_HUMAN		CPI-SC0AD976083	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.007	0.0	0.0
EDA	Q92838	False	EDA_HUMAN		CPI-SS05A8552D7	0.0	0.0	0.001	0.001	0.007	0.003	0.0	0.003	0.0	0.005	0.0	0.004	0.0
ESAM	Q96AP7	False	ESAM_HUMAN		CPI-SS04C672963	0.01	0.009	0.001	0.001	0.001	0.001	0.0	0.003	0.0	0.136	0.0	0.004	0.012
ROBO3	Q96MS0	False	ROBO3_HUMAN		CPI-SS0F2FBF1F6	0.0	0.004	0.0	0.001	0.002	0.004	0.0	0.002	0.0	0.0	0.008	0.0	0.034
NRTN	Q99748	False	NRTN_HUMAN		CPI-SC060C69786	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.004	0.003	0.0
TNFSF18	Q9UNG2	False	TNF18_HUMAN		CPI-SS0FF51A757	0.0	0.0	0.009	0.013	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0
IL27RA	Q6UWB1	True	I27RA_HUMAN	IL27_receptor	CPI-CC0B5110FC9	0.033	0.012	0.035	0.017	0.057	0.109	0.036	0.057	0.047	0.091	0.042	0.217	0.049
IL6ST	P40189	True	IL6RB_HUMAN	IL27_receptor	CPI-CC0B5110FC9	0.033	0.012	0.035	0.017	0.057	0.109	0.036	0.057	0.047	0.091	0.042	0.217	0.049
IL6ST	P40189	True	IL6RB_HUMAN	IL35_receptor	CPI-CC0D8A77C69	0.0	0.004	0.0	0.0	0.002	0.005	0.0	0.0	0.0	0.0	0.018	0.0	0.0
IL12RB2	Q99665	True	I12R2_HUMAN	IL35_receptor	CPI-CC0D8A77C69	0.0	0.004	0.0	0.0	0.002	0.005	0.0	0.0	0.0	0.0	0.018	0.0	0.0
PTGES	O14684	True	PTGES_HUMAN	ProstaglandinE2_byPTGES	CPI-SC081B8028B	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
PTGES	O14684	True	PTGES_HUMAN	ProstaglandinE2_byPTGES	CPI-SC08932F30D	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-SC09484F060	0.069	0.227	0.02	0.029	0.086	0.092	0.104	0.084	0.0	0.051	0.102	0.049	0.157
PTGES2	Q9H7Z7	True	PGES2_HUMAN	ProstaglandinE2_byPTGES2	CPI-SC0FE04B899	0.069	0.227	0.02	0.029	0.086	0.092	0.104	0.084	0.0	0.051	0.102	0.049	0.157
PTGES3	Q15185	True	TEBP_HUMAN	ProstaglandinE2_byPTGES3	CPI-SC063B0B7DD	0.643	1.095	0.551	0.603	0.515	0.574	0.541	0.807	0.525	0.559	0.456	1.204	0.719
PTGES3	Q15185	True	TEBP_HUMAN	ProstaglandinE2_byPTGES3	CPI-SC0AC1EFC2A	0.643	1.095	0.551	0.603	0.515	0.574	0.541	0.807	0.525	0.559	0.456	1.204	0.719
CALCRL	Q16602	True	CALRL_HUMAN	RAMP1_complex	CPI-SC00EA503F2	0.0	0.0	0.003	0.001	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.02
