"id","species","taxonId","ensembl","entrez","name","fullname","synonym","signature","chromStart","chromEnd","chromStrand","chromName","band","goTerms","function","goFunctions","goLocalizations","cerebralLocalization","nrIntxsValidated","nrIntxsPredicted","transcripts","humanOrthologs","mouseOrthologs","bovineOrthologs","lastModified"
"2147","Homo sapiens","9606","ENSG00000100030","5594","MAPK1","mitogen-activated protein kinase 1 ","ERK|ERK-2|ERK2|ERT1|MAPK2|p38|p40|p41|p41mapk|p42-MAPK|P42MAPK|PRKM1|PRKM2","MAPK1|IDBG-2147|ENSG00000100030|5594","21754500","21867680","-1","22","q11.22","GO:0000165|MAPK cascade|biological_process#GO:0000186|activation of MAPKK activity|biological_process#GO:0000187|activation of MAPK activity|biological_process#GO:0000189|MAPK import into nucleus|biological_process#GO:0001784|phosphotyrosine binding|molecular_function#GO:0002224|toll-like receptor signaling pathway|biological_process#GO:0002755|MyD88-dependent toll-like receptor signaling pathway|biological_process#GO:0002756|MyD88-independent toll-like receptor signaling pathway|biological_process#GO:0003677|DNA binding|molecular_function#GO:0004672|protein kinase activity|molecular_function#GO:0004674|protein serine/threonine kinase activity|molecular_function#GO:0004707|MAP kinase activity|molecular_function#GO:0004713|protein tyrosine kinase activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005524|ATP binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0005654|nucleoplasm|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0005739|mitochondrion|cellular_component#GO:0005769|early endosome|cellular_component#GO:0005770|late endosome|cellular_component#GO:0005794|Golgi apparatus|cellular_component#GO:0005815|microtubule organizing center|cellular_component#GO:0005829|cytosol|cellular_component#GO:0005856|cytoskeleton|cellular_component#GO:0005901|caveola|cellular_component#GO:0005925|focal adhesion|cellular_component#GO:0006351|transcription, DNA-templated|biological_process#GO:0006468|protein phosphorylation|biological_process#GO:0006915|apoptotic process|biological_process#GO:0006935|chemotaxis|biological_process#GO:0006950|response to stress|biological_process#GO:0006974|cellular response to DNA damage stimulus|biological_process#GO:0007049|cell cycle|biological_process#GO:0007165|signal transduction|biological_process#GO:0007173|epidermal growth factor receptor signaling pathway|biological_process#GO:0007264|small GTPase mediated signal transduction|biological_process#GO:0007265|Ras protein signal transduction|biological_process#GO:0007268|synaptic transmission|biological_process#GO:0007411|axon guidance|biological_process#GO:0007596|blood coagulation|biological_process#GO:0008134|transcription factor binding|molecular_function#GO:0008284|positive regulation of cell proliferation|biological_process#GO:0008286|insulin receptor signaling pathway|biological_process#GO:0008353|RNA polymerase II carboxy-terminal domain kinase activity|molecular_function#GO:0008543|fibroblast growth factor receptor signaling pathway|biological_process#GO:0009636|response to toxic substance|biological_process#GO:0009887|organ morphogenesis|biological_process#GO:0010800|positive regulation of peptidyl-threonine phosphorylation|biological_process#GO:0015630|microtubule cytoskeleton|cellular_component#GO:0016032|viral process|biological_process#GO:0016301|kinase activity|molecular_function#GO:0016772|transferase activity, transferring phosphorus-containing groups|molecular_function#GO:0018105|peptidyl-serine phosphorylation|biological_process#GO:0018107|peptidyl-threonine phosphorylation|biological_process#GO:0019233|sensory perception of pain|biological_process#GO:0019858|cytosine metabolic process|biological_process#GO:0019901|protein kinase binding|molecular_function#GO:0019902|phosphatase binding|molecular_function#GO:0030168|platelet activation|biological_process#GO:0030335|positive regulation of cell migration|biological_process#GO:0030424|axon|cellular_component#GO:0031143|pseudopodium|cellular_component#GO:0031435|mitogen-activated protein kinase kinase kinase binding|molecular_function#GO:0031647|regulation of protein stability|biological_process#GO:0031663|lipopolysaccharide-mediated signaling pathway|biological_process#GO:0032496|response to lipopolysaccharide|biological_process#GO:0032839|dendrite cytoplasm|cellular_component#GO:0032872|regulation of stress-activated MAPK cascade|biological_process#GO:0033598|mammary gland epithelial cell proliferation|biological_process#GO:0034134|toll-like receptor 2 signaling pathway|biological_process#GO:0034138|toll-like receptor 3 signaling pathway|biological_process#GO:0034142|toll-like receptor 4 signaling pathway|biological_process#GO:0034146|toll-like receptor 5 signaling pathway|biological_process#GO:0034162|toll-like receptor 9 signaling pathway|biological_process#GO:0034166|toll-like receptor 10 signaling pathway|biological_process#GO:0035556|intracellular signal transduction|biological_process#GO:0035666|TRIF-dependent toll-like receptor signaling pathway|biological_process#GO:0038095|Fc-epsilon receptor signaling pathway|biological_process#GO:0038096|Fc-gamma receptor signaling pathway involved in phagocytosis|biological_process#GO:0038123|toll-like receptor TLR1:TLR2 signaling pathway|biological_process#GO:0038124|toll-like receptor TLR6:TLR2 signaling pathway|biological_process#GO:0038127|ERBB signaling pathway|biological_process#GO:0043204|perikaryon|cellular_component#GO:0043234|protein complex|cellular_component#GO:0043330|response to exogenous dsRNA|biological_process#GO:0043627|response to estrogen|biological_process#GO:0045087|innate immune response|biological_process#GO:0045596|negative regulation of cell differentiation|biological_process#GO:0045727|positive regulation of translation|biological_process#GO:0045893|positive regulation of transcription, DNA-templated|biological_process#GO:0048011|neurotrophin TRK receptor signaling pathway|biological_process#GO:0050852|T cell receptor signaling pathway|biological_process#GO:0050853|B cell receptor signaling pathway|biological_process#GO:0051090|regulation of sequence-specific DNA binding transcription factor activity|biological_process#GO:0051403|stress-activated MAPK cascade|biological_process#GO:0051493|regulation of cytoskeleton organization|biological_process#GO:0060397|JAK-STAT cascade involved in growth hormone signaling pathway|biological_process#GO:0060716|labyrinthine layer blood vessel development|biological_process#GO:0070062|extracellular vesicular exosome|cellular_component#GO:0070371|ERK1 and ERK2 cascade|biological_process#GO:0070849|response to epidermal growth factor|biological_process#GO:0071310|cellular response to organic substance|biological_process#GO:0072584|caveolin-mediated endocytosis|biological_process#GO:0072686|mitotic spindle|cellular_component#GO:0090170|regulation of Golgi inheritance|biological_process#GO:0097011|cellular response to granulocyte macrophage colony-stimulating factor stimulus|biological_process#GO:2000641|regulation of early endosome to late endosome transport|biological_process"," transferase activity","GO:0001784: phosphotyrosine binding#GO:0003677: DNA binding#GO:0004672: protein kinase activity#GO:0004674: protein serine/threonine kinase activity#GO:0004707: MAP kinase activity#GO:0004713: protein tyrosine kinase activity#GO:0005515: protein binding#GO:0005524: ATP binding#GO:0008134: transcription factor binding#GO:0008353: RNA polymerase II carboxy-terminal domain kinase activity#GO:0016301: kinase activity#GO:0016772: transferase activity, transferring phosphorus-containing groups#GO:0019901: protein kinase binding#GO:0019902: phosphatase binding#GO:0031435: mitogen-activated protein kinase kinase kinase binding","GO:0001784: phosphotyrosine binding,GO:0003677: DNA binding,GO:0004672: protein kinase activity,GO:0004674: protein serine/threonine kinase activity,GO:0004707: MAP kinase activity,GO:0004713: protein tyrosine kinase activity,GO:0005515: protein binding,GO:0005524: ATP binding,GO:0008134: transcription factor binding,GO:0008353: RNA polymerase II carboxy-terminal domain kinase activity,GO:0016301: kinase activity,GO:0016772: transferase activity, transferring phosphorus-containing groups,GO:0019901: protein kinase binding,GO:0019902: phosphatase binding,GO:0031435: mitogen-activated protein kinase kinase kinase binding","Nucleus","359","48","2149|232140|589204","","Mapk1|IDBG-137672|ENSMUSG00000063358|26413","MAPK1|IDBG-637539|ENSBTAG00000010312|327672","2017-02-20"
"2196","Homo sapiens","9606","ENSG00000169575","7441","VPREB1","pre-B lymphocyte 1 ","IGI|IGVPB|VPREB","VPREB1|IDBG-2196|ENSG00000169575|7441","22244675","22245515","1","22","q11.22","GO:0005515|protein binding|molecular_function"," protein binding","GO:0005515: protein binding","GO:0005515: protein binding","Unknown","1","2","2198|292717","","","","2017-02-20"
"2528","Homo sapiens","9606","ENSG00000165799","84659","RNASE7","ribonuclease, RNase A family, 7 ","","RNASE7|IDBG-2528|ENSG00000165799|84659","21042226","21044234","1","14","q11.2","GO:0001530|lipopolysaccharide binding|molecular_function#GO:0003676|nucleic acid binding|molecular_function#GO:0004540|ribonuclease activity|molecular_function#GO:0005576|extracellular region|cellular_component#GO:0009617|response to bacterium|biological_process#GO:0016892|endoribonuclease activity, producing 3'-phosphomonoesters|molecular_function#GO:0019731|antibacterial humoral response|biological_process#GO:0042834|peptidoglycan binding|molecular_function#GO:0045087|innate immune response|biological_process#GO:0050829|defense response to Gram-negative bacterium|biological_process#GO:0050830|defense response to Gram-positive bacterium|biological_process#GO:0051673|membrane disruption in other organism|biological_process#GO:0070062|extracellular vesicular exosome|cellular_component#GO:0090501|RNA phosphodiester bond hydrolysis|biological_process#GO:0090502|RNA phosphodiester bond hydrolysis, endonucleolytic|biological_process"," endoribonuclease activity","GO:0001530: lipopolysaccharide binding#GO:0003676: nucleic acid binding#GO:0004540: ribonuclease activity#GO:0016892: endoribonuclease activity, producing 3'-phosphomonoesters#GO:0042834: peptidoglycan binding","GO:0001530: lipopolysaccharide binding,GO:0003676: nucleic acid binding,GO:0004540: ribonuclease activity,GO:0016892: endoribonuclease activity, producing 3'-phosphomonoesters,GO:0042834: peptidoglycan binding","Extracellular","1","0","2530|590424","","","","2017-02-20"
"2671","Homo sapiens","9606","ENSG00000099977","100037417,1652","DDT","D-dopachrome tautomerase ","DDCT","DDT|IDBG-2671|ENSG00000099977|100037417,1652","23971365","23980469","-1","22","q11.23","GO:0004167|dopachrome isomerase activity|molecular_function#GO:0005737|cytoplasm|cellular_component#GO:0033981|D-dopachrome decarboxylase activity|molecular_function#GO:0042438|melanin biosynthetic process|biological_process#GO:0070062|extracellular vesicular exosome|cellular_component"," D-dopachrome decarboxylase activity","GO:0004167: dopachrome isomerase activity#GO:0033981: D-dopachrome decarboxylase activity","GO:0004167: dopachrome isomerase activity,GO:0033981: D-dopachrome decarboxylase activity","Cytoplasm","3","0","2673|233287|295102|295084|366873|366878","","Ddt|IDBG-163706|ENSMUSG00000001666|13202","DDT|IDBG-637127|ENSBTAG00000022027|101907022,615999","2017-02-20"
"2812","Homo sapiens","9606","ENSG00000141469","6563","SLC14A1","solute carrier family 14 (urea transporter), member 1 (Kidd blood group) ","HsT1341|HUT11|JK|RACH1|RACH2|UT-B1|UT1|UTE","SLC14A1|IDBG-2812|ENSG00000141469|6563","45724127","45752520","1","18","q12.3","GO:0005372|water transmembrane transporter activity|molecular_function#GO:0005886|plasma membrane|cellular_component#GO:0005887|integral component of plasma membrane|cellular_component#GO:0006833|water transport|biological_process#GO:0015204|urea transmembrane transporter activity|molecular_function#GO:0015265|urea channel activity|molecular_function#GO:0015840|urea transport|biological_process#GO:0016021|integral component of membrane|cellular_component#GO:0016323|basolateral plasma membrane|cellular_component#GO:0055085|transmembrane transport|biological_process#GO:0071918|urea transmembrane transport|biological_process"," urea channel activity","GO:0005372: water transmembrane transporter activity#GO:0015204: urea transmembrane transporter activity#GO:0015265: urea channel activity","GO:0005372: water transmembrane transporter activity,GO:0015204: urea transmembrane transporter activity,GO:0015265: urea channel activity","Plasma membrane","0","0","2814|294923|368389|368391|583897|587021|725640|727173|726390|727047|726660|725854|726083|728165|726725|726919|808176","","Slc14a1|IDBG-160561|ENSMUSG00000059336|108052","SLC14A1|IDBG-644539|ENSBTAG00000019870|493988","2017-02-20"
"2843","Homo sapiens","9606","ENSG00000128271","135","ADORA2A","adenosine A2a receptor ","","ADORA2A|IDBG-2843|ENSG00000128271|135","24417879","24442360","1","22","q11.23","GO:0001609|G-protein coupled adenosine receptor activity|molecular_function#GO:0004930|G-protein coupled receptor activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005886|plasma membrane|cellular_component#GO:0005887|integral component of plasma membrane|cellular_component#GO:0006171|cAMP biosynthetic process|biological_process#GO:0006909|phagocytosis|biological_process#GO:0006915|apoptotic process|biological_process#GO:0006954|inflammatory response|biological_process#GO:0006968|cellular defense response|biological_process#GO:0007169|transmembrane receptor protein tyrosine kinase signaling pathway|biological_process#GO:0007186|G-protein coupled receptor signaling pathway|biological_process#GO:0007188|adenylate cyclase-modulating G-protein coupled receptor signaling pathway|biological_process#GO:0007190|activation of adenylate cyclase activity|biological_process#GO:0007267|cell-cell signaling|biological_process#GO:0007417|central nervous system development|biological_process#GO:0007596|blood coagulation|biological_process#GO:0007600|sensory perception|biological_process#GO:0008015|blood circulation|biological_process#GO:0010579|positive regulation of adenylate cyclase activity involved in G-protein coupled receptor signaling pathway|biological_process#GO:0016020|membrane|cellular_component#GO:0016021|integral component of membrane|cellular_component#GO:0019899|enzyme binding|molecular_function#GO:0042802|identical protein binding|molecular_function#GO:0048011|neurotrophin TRK receptor signaling pathway|biological_process"," identical protein binding","GO:0001609: G-protein coupled adenosine receptor activity#GO:0004930: G-protein coupled receptor activity#GO:0005515: protein binding#GO:0019899: enzyme binding#GO:0042802: identical protein binding","GO:0001609: G-protein coupled adenosine receptor activity,GO:0004930: G-protein coupled receptor activity,GO:0005515: protein binding,GO:0019899: enzyme binding,GO:0042802: identical protein binding","Plasma membrane","12","1","2847|367398|367399|367403|367406|813240|813241|813242|813246","","Adora2a|IDBG-162633|ENSMUSG00000020178|11540","BT.56667|IDBG-637272|ENSBTAG00000016944|617828","2017-02-20"
"2988","Homo sapiens","9606","ENSG00000100804","5693","PSMB5","proteasome (prosome, macropain) subunit, beta type, 5 ","LMPX|MB1|X","PSMB5|IDBG-2988|ENSG00000100804|5693","23016543","23035230","-1","14","q11.2","GO:0000082|G1/S transition of mitotic cell cycle|biological_process#GO:0000209|protein polyubiquitination|biological_process#GO:0000278|mitotic cell cycle|biological_process#GO:0000502|proteasome complex|cellular_component#GO:0002474|antigen processing and presentation of peptide antigen via MHC class I|biological_process#GO:0002479|antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent|biological_process#GO:0004298|threonine-type endopeptidase activity|molecular_function#GO:0005515|protein binding|molecular_function#GO:0005634|nucleus|cellular_component#GO:0005654|nucleoplasm|cellular_component#GO:0005829|cytosol|cellular_component#GO:0005839|proteasome core complex|cellular_component#GO:0006521|regulation of cellular amino acid metabolic process|biological_process#GO:0006915|apoptotic process|biological_process#GO:0006977|DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest|biological_process#GO:0006979|response to oxidative stress|biological_process#GO:0008233|peptidase activity|molecular_function#GO:0010467|gene expression|biological_process#GO:0016032|viral process|biological_process#GO:0016070|RNA metabolic process|biological_process#GO:0016071|mRNA metabolic process|biological_process#GO:0031145|anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process|biological_process#GO:0034641|cellular nitrogen compound metabolic process|biological_process#GO:0042590|antigen processing and presentation of exogenous peptide antigen via MHC class I|biological_process#GO:0042981|regulation of apoptotic process|biological_process#GO:0043066|negative regulation of apoptotic process|biological_process#GO:0043161|proteasome-mediated ubiquitin-dependent protein catabolic process|biological_process#GO:0044281|small molecule metabolic process|biological_process#GO:0051436|negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle|biological_process#GO:0051437|positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle|biological_process#GO:0051439|regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle|biological_process#GO:0051603|proteolysis involved in cellular protein catabolic process|biological_process#GO:0070062|extracellular vesicular exosome|cellular_component"," peptidase activity","GO:0004298: threonine-type endopeptidase activity#GO:0005515: protein binding#GO:0008233: peptidase activity","GO:0004298: threonine-type endopeptidase activity,GO:0005515: protein binding,GO:0008233: peptidase activity","Nucleus","111","6","2990|2994|361892|599626|583756|599269","","Psmb5|IDBG-161691|ENSMUSG00000022193|19173","PSMB5|IDBG-645862|ENSBTAG00000012726|534640","2017-02-20"
"3157","Homo sapiens","9606","ENSG00000129473","599","BCL2L2","BCL2-like 2 ","BCL-W|BCL2-L-2|BCLW|PPP1R51","BCL2L2|IDBG-3157|ENSG00000129473|599","23298790","23311759","1","14","q11.2","GO:0005515|protein binding|molecular_function#GO:0005737|cytoplasm|cellular_component#GO:0005739|mitochondrion|cellular_component#GO:0005741|mitochondrial outer membrane|cellular_component#GO:0005829|cytosol|cellular_component#GO:0006915|apoptotic process|biological_process#GO:0007283|spermatogenesis|biological_process#GO:0008630|intrinsic apoptotic signaling pathway in response to DNA damage|biological_process#GO:0031966|mitochondrial membrane|cellular_component#GO:0042803|protein homodimerization activity|molecular_function#GO:0042981|regulation of apoptotic process|biological_process#GO:0043066|negative regulation of apoptotic process|biological_process#GO:0046982|protein heterodimerization activity|molecular_function#GO:0051400|BH domain binding|molecular_function#GO:0060011|Sertoli cell proliferation|biological_process#GO:0070062|extracellular vesicular exosome|cellular_component#GO:0097192|extrinsic apoptotic signaling pathway in absence of ligand|biological_process#GO:2001243|negative regulation of intrinsic apoptotic signaling pathway|biological_process"," BH domain binding","GO:0005515: protein binding#GO:0042803: protein homodimerization activity#GO:0046982: protein heterodimerization activity#GO:0051400: BH domain binding","GO:0005515: protein binding,GO:0042803: protein homodimerization activity,GO:0046982: protein heterodimerization activity,GO:0051400: BH domain binding","Cytoplasm","25","2","3159|595414|598305|599342|596804|585240","","Bcl2l2|IDBG-486097|ENSMUSG00000089682|12050","BCL2L2|IDBG-645824|ENSBTAG00000019692|767601","2017-02-20"
"3218","Homo sapiens","9606","ENSG00000166090","64806","IL25","interleukin 25 ","","IL25|IDBG-3218|ENSG00000166090|64806","23372809","23376403","1","14","q11.2","GO:0002437|inflammatory response to antigenic stimulus|biological_process#GO:0005125|cytokine activity|molecular_function#GO:0005576|extracellular region|cellular_component#GO:0005615|extracellular space|cellular_component#GO:0006954|inflammatory response|biological_process#GO:0008150|biological_process|biological_process#GO:0009620|response to fungus|biological_process#GO:0009624|response to nematode|biological_process#GO:0030222|eosinophil differentiation|biological_process#GO:0030380|interleukin-17E receptor binding|molecular_function#GO:0045087|innate immune response|biological_process#GO:0045944|positive regulation of transcription from RNA polymerase II promoter|biological_process"," interleukin-17E receptor binding","GO:0005125: cytokine activity#GO:0030380: interleukin-17E receptor binding","GO:0005125: cytokine activity,GO:0030380: interleukin-17E receptor binding","Extracellular","4","1","3220|235797","","Il25|IDBG-162540|ENSMUSG00000040770|140806","IL25|IDBG-645820|ENSBTAG00000009701|526816","2017-02-20"
"3430","Homo sapiens","9606","ENSG00000100219","7494","XBP1","X-box binding protein 1 ","TREB5|XBP-1|XBP2","XBP1|IDBG-3430|ENSG00000100219|7494","28794555","28800597","-1","22","q12.1","GO:0000981|sequence-specific DNA binding RNA polymerase II transcription factor activity|molecular_function#GO:0001085|RNA polymerase II transcription factor binding|molecular_function#GO:0002070|epithelial cell maturation|biological_process#GO:0003677|DNA binding|molecular_function#GO:0003700|sequence-specific DNA binding transcription factor activity|molecular_function#GO:0005634|nucleus|cellular_component#GO:0005654|nucleoplasm|cellular_component#GO:0006355|regulation of transcription, DNA-templated|biological_process#GO:0006366|transcription from RNA polymerase II promoter|biological_process#GO:0006955|immune response|biological_process#GO:0006987|activation of signaling protein activity involved in unfolded protein response|biological_process#GO:0030968|endoplasmic reticulum unfolded protein response|biological_process#GO:0031017|exocrine pancreas development|biological_process#GO:0042493|response to drug|biological_process#GO:0042593|glucose homeostasis|biological_process#GO:0043565|sequence-specific DNA binding|molecular_function#GO:0044267|cellular protein metabolic process|biological_process#GO:0045087|innate immune response|biological_process#GO:0045944|positive regulation of transcription from RNA polymerase II promoter|biological_process#GO:0051602|response to electrical stimulus|biological_process#GO:0060096|serotonin secretion, neurotransmission|biological_process#GO:0060691|epithelial cell maturation involved in salivary gland development|biological_process#GO:0071236|cellular response to antibiotic|biological_process#GO:1900103|positive regulation of endoplasmic reticulum unfolded protein response|biological_process#GO:1901800|positive regulation of proteasomal protein catabolic process|biological_process"," sequence-specific DNA binding","GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity#GO:0001085: RNA polymerase II transcription factor binding#GO:0003677: DNA binding#GO:0003700: sequence-specific DNA binding transcription factor activity#GO:0043565: sequence-specific DNA binding","GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity,GO:0001085: RNA polymerase II transcription factor binding,GO:0003677: DNA binding,GO:0003700: sequence-specific DNA binding transcription factor activity,GO:0043565: sequence-specific DNA binding","Nucleus","34","3","3432|3434|294778|294775|810578","","Xbp1|IDBG-144745|ENSMUSG00000020484|22433","XBP1|IDBG-636048|ENSBTAG00000005970|541236","2017-02-20"
"3523","Homo sapiens","9606","ENSG00000092010","5720","PSME1","proteasome (prosome, macropain) activator subunit 1 (PA28 alpha) ","IFI5111|PA28A|PA28alpha|REGalpha","PSME1|IDBG-3523|ENSG00000092010|5720","24136158","24138967","1","14","q12","GO:0000082|G1/S transition of mitotic cell cycle|biological_process#GO:0000209|protein polyubiquitination|biological_process#GO:0000278|mitotic cell cycle|biological_process#GO:0000502|proteasome complex|cellular_component#GO:0002474|antigen processing and presentation of peptide antigen via MHC class I|biological_process#GO:0002479|antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent|biological_process#GO:0005515|protein binding|molecular_function#GO:0005654|nucleoplasm|cellular_component#GO:0005737|cytoplasm|cellular_component#GO:0005829|cytosol|cellular_component#GO:0006521|regulation of cellular amino acid metabolic process|biological_process#GO:0006915|apoptotic process|biological_process#GO:0006977|DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest|biological_process#GO:0008537|proteasome activator complex|cellular_component#GO:0010467|gene expression|biological_process#GO:0010950|positive regulation of endopeptidase activity|biological_process#GO:0016032|viral process|biological_process#GO:0016070|RNA metabolic process|biological_process#GO:0016071|mRNA metabolic process|biological_process#GO:0019884|antigen processing and presentation of exogenous antigen|biological_process#GO:0031145|anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process|biological_process#GO:0034641|cellular nitrogen compound metabolic process|biological_process#GO:0042590|antigen processing and presentation of exogenous peptide antigen via MHC class I|biological_process#GO:0042981|regulation of apoptotic process|biological_process#GO:0043066|negative regulation of apoptotic process|biological_process#GO:0044281|small molecule metabolic process|biological_process#GO:0051436|negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle|biological_process#GO:0051437|positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle|biological_process#GO:0051439|regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle|biological_process#GO:0061133|endopeptidase activator activity|molecular_function#GO:0070062|extracellular vesicular exosome|cellular_component"," endopeptidase activator activity","GO:0005515: protein binding#GO:0061133: endopeptidase activator activity","GO:0005515: protein binding,GO:0061133: endopeptidase activator activity","Nucleus","81","0","3527|3531|584452|599356|604001","","Psme1|IDBG-164103|ENSMUSG00000022216|19186","PSME1|IDBG-645750|ENSBTAG00000021395|510041","2017-02-20"
