"gene_id"	"gene_type"	"gene_name"
"ENSG00000266696"	"antisense"	"RP11-30L3.2"
"ENSG00000263895"	"sense_intronic"	"RP11-110H1.9"
"ENSG00000263916"	"sense_intronic"	"RP11-110H1.4"
"ENSG00000265496"	"antisense"	"MIR1539"
"ENSG00000264464"	"lincRNA"	"RP11-110H1.8"
"ENSG00000267674"	"lincRNA"	"RP11-813F20.2"
"ENSG00000267322"	"antisense"	"SNHG22"
"ENSG00000267196"	"sense_intronic"	"RP11-813F20.4"
"ENSG00000277310"	"sense_intronic"	"RP11-699C17.1"
"ENSG00000267695"	"lincRNA"	"RP11-1030E3.1"
"ENSG00000227115"	"lincRNA"	"RP11-267C16.1"
"ENSG00000266335"	"lincRNA"	"RP11-25O3.1"
"ENSG00000264263"	"antisense"	"RP11-671P2.1"
"ENSG00000263438"	"lincRNA"	"RP11-202D1.3"
"ENSG00000260433"	"lincRNA"	"RP11-202D1.2"
"ENSG00000277324"	"antisense"	"RP11-850A17.1"
"ENSG00000267311"	"lincRNA"	"RP11-99A1.2"
"ENSG00000267112"	"antisense"	"RP11-839G9.1"
"ENSG00000267013"	"lincRNA"	"CTD-2171N6.1"
"ENSG00000267028"	"antisense"	"RP11-619L19.1"
"ENSG00000267402"	"antisense"	"RP11-619L19.2"
"ENSG00000267284"	"lincRNA"	"RP11-397A16.1"
"ENSG00000267325"	"lincRNA"	"LINC01415"
"ENSG00000267172"	"lincRNA"	"RP11-397A16.3"
"ENSG00000260930"	"lincRNA"	"RP11-214L13.1"
"ENSG00000267327"	"lincRNA"	"CTD-2008L17.1"
"ENSG00000206129"	"lincRNA"	"CTD-2008L17.2"
"ENSG00000267057"	"lincRNA"	"RP11-456O19.2"
"ENSG00000267399"	"lincRNA"	"RP11-456O19.5"
"ENSG00000267712"	"lincRNA"	"LINC01539"
"ENSG00000267732"	"lincRNA"	"RP11-456O19.3"
"ENSG00000267146"	"antisense"	"RP11-383D22.1"
"ENSG00000267225"	"sense_overlapping"	"WDR7-OT1"
"ENSG00000258609"	"lincRNA"	"LINC-ROR"
"ENSG00000267789"	"lincRNA"	"CTD-2526M8.3"
"ENSG00000267726"	"lincRNA"	"CTD-2526M8.2"
"ENSG00000277837"	"lincRNA"	"RP11-714M23.2"
"ENSG00000278703"	"lincRNA"	"RP11-706P11.2"
"ENSG00000267040"	"antisense"	"RP11-35G9.3"
"ENSG00000267787"	"antisense"	"RP11-35G9.5"
"ENSG00000267209"	"lincRNA"	"RP11-693L9.2"
"ENSG00000267743"	"antisense"	"RP11-718I15.1"
"ENSG00000267504"	"sense_intronic"	"RP11-845C23.2"
"ENSG00000267396"	"antisense"	"RP11-845C23.3"
"ENSG00000267675"	"lincRNA"	"RP11-1151B14.2"
"ENSG00000267391"	"lincRNA"	"RP11-1151B14.3"
"ENSG00000276403"	"lincRNA"	"RP11-1151B14.1"
"ENSG00000274354"	"sense_intronic"	"RP11-1151B14.5"
"ENSG00000267257"	"antisense"	"RP11-1151B14.4"
"ENSG00000267579"	"antisense"	"RP11-126O1.2"
"ENSG00000275418"	"lincRNA"	"RP11-126O1.6"
"ENSG00000267226"	"antisense"	"RP11-126O1.5"
"ENSG00000267476"	"antisense"	"RP11-126O1.4"
"ENSG00000267705"	"lincRNA"	"RP11-108P20.3"
"ENSG00000267501"	"lincRNA"	"RP11-108P20.2"
"ENSG00000267593"	"lincRNA"	"RP11-108P20.4"
"ENSG00000267215"	"lincRNA"	"RP11-685A21.1"
"ENSG00000267677"	"lincRNA"	"RP11-27G24.1"
"ENSG00000267000"	"antisense"	"RP11-27G24.3"
"ENSG00000267061"	"antisense"	"RP11-760L24.1"
"ENSG00000267269"	"antisense"	"RP11-2N1.1"
"ENSG00000267774"	"antisense"	"RP11-2N1.2"
"ENSG00000273664"	"lincRNA"	"RP11-2N1.3"
"ENSG00000267462"	"lincRNA"	"RP11-866E20.3"
"ENSG00000267686"	"lincRNA"	"RP11-795H16.3"
"ENSG00000267401"	"lincRNA"	"RP11-396N11.1"
"ENSG00000267098"	"lincRNA"	"RP11-325K19.1"
"ENSG00000267316"	"lincRNA"	"RP11-879F14.3"
"ENSG00000267279"	"lincRNA"	"RP11-879F14.2"
"ENSG00000267175"	"lincRNA"	"RP11-879F14.1"
"ENSG00000267038"	"lincRNA"	"RP11-1096D5.2"
"ENSG00000260440"	"lincRNA"	"LINC01544"
"ENSG00000266900"	"sense_intronic"	"RP11-173A16.2"
"ENSG00000267560"	"antisense"	"RP11-173A16.1"
"ENSG00000267341"	"antisense"	"RP11-640A1.3"
"ENSG00000278017"	"antisense"	"RP11-120K19.4"
"ENSG00000279236"	"TEC"	"RP11-120K19.3"
"ENSG00000267766"	"sense_intronic"	"RP11-299P2.1"
"ENSG00000267701"	"sense_intronic"	"RP11-28F1.2"
"ENSG00000267390"	"antisense"	"RP11-635N19.1"
"ENSG00000269989"	"sense_intronic"	"RP11-635N19.3"
"ENSG00000179676"	"lincRNA"	"LINC00305"
"ENSG00000267134"	"lincRNA"	"RP11-146N18.1"
"ENSG00000236392"	"lincRNA"	"AC100848.1"
"ENSG00000266952"	"lincRNA"	"LINC01538"
"ENSG00000263863"	"lincRNA"	"AC007948.1"
"ENSG00000264131"	"lincRNA"	"AC007631.1"
"ENSG00000264232"	"lincRNA"	"RP11-453M23.1"
"ENSG00000265217"	"lincRNA"	"RP11-775G23.1"
"ENSG00000263720"	"sense_intronic"	"RP11-389J22.1"
"ENSG00000263622"	"lincRNA"	"RP11-389J22.3"
"ENSG00000260578"	"lincRNA"	"CTD-2541J13.1"
"ENSG00000263424"	"antisense"	"CTD-2541J13.2"
"ENSG00000265533"	"lincRNA"	"RP11-638L3.1"
"ENSG00000263594"	"lincRNA"	"RP11-28O3.2"
"ENSG00000265555"	"lincRNA"	"RP11-638L3.3"
"ENSG00000264634"	"lincRNA"	"RP11-659F24.1"
"ENSG00000264869"	"lincRNA"	"RP11-526H11.1"
"ENSG00000264699"	"lincRNA"	"RP11-421N8.2"
"ENSG00000265425"	"lincRNA"	"RP11-128D14.1"
"ENSG00000276092"	"sense_intronic"	"RP11-734B5.2"
"ENSG00000263637"	"antisense"	"RP11-106E15.1"
"ENSG00000264472"	"antisense"	"RP11-861L17.3"
"ENSG00000273584"	"sense_intronic"	"RP11-861L17.4"
"ENSG00000264705"	"lincRNA"	"RP11-674P19.2"
"ENSG00000278532"	"lincRNA"	"RP11-17E3.1"
"ENSG00000265643"	"antisense"	"RP11-465I4.2"
"ENSG00000279221"	"TEC"	"RP11-543H23.1"
"ENSG00000266840"	"antisense"	"RP11-543H23.2"
"ENSG00000266258"	"lincRNA"	"RP11-41O4.1"
"ENSG00000266304"	"lincRNA"	"RP11-484N16.1"
"ENSG00000266278"	"lincRNA"	"RP11-41O4.2"
"ENSG00000278971"	"TEC"	"RP11-644A7.2"
"ENSG00000263417"	"lincRNA"	"GTSCR1"
"ENSG00000265781"	"lincRNA"	"RP11-384E22.1"
"ENSG00000265484"	"lincRNA"	"RP11-47G4.2"
"ENSG00000260676"	"lincRNA"	"LINC01541"
"ENSG00000265352"	"lincRNA"	"RP11-723G8.2"
"ENSG00000260457"	"lincRNA"	"RP11-723G8.1"
"ENSG00000265995"	"lincRNA"	"RP11-736G13.1"
"ENSG00000265579"	"sense_intronic"	"RP11-713C5.1"
"ENSG00000263958"	"lincRNA"	"RP11-676J15.1"
"ENSG00000263711"	"processed_transcript"	"RP11-169F17.1"
"ENSG00000261780"	"processed_transcript"	"CTD-2354A18.1"
"ENSG00000265380"	"lincRNA"	"RP11-126K15.1"
"ENSG00000263655"	"lincRNA"	"RP11-25L3.3"
"ENSG00000278902"	"TEC"	"RP11-25L3.1"
"ENSG00000260569"	"lincRNA"	"RP11-669I1.1"
"ENSG00000259779"	"lincRNA"	"RP11-231E4.2"
"ENSG00000276934"	"sense_intronic"	"RP11-231E4.5"
"ENSG00000264340"	"antisense"	"RP11-231E4.3"
"ENSG00000264247"	"lincRNA"	"LINC00909"
"ENSG00000278607"	"lincRNA"	"RP11-405M12.3"
"ENSG00000273669"	"lincRNA"	"RP11-405M12.4"
"ENSG00000278911"	"TEC"	"RP11-405M12.2"
"ENSG00000276993"	"lincRNA"	"RP11-321M21.4"
"ENSG00000264116"	"antisense"	"RP11-321M21.3"
"ENSG00000266774"	"lincRNA"	"RP11-321M21.1"
"ENSG00000261194"	"lincRNA"	"RP11-704C2.1"
"ENSG00000266460"	"lincRNA"	"RP11-173L6.1"
"ENSG00000264108"	"lincRNA"	"RP11-357H3.1"
"ENSG00000263547"	"processed_transcript"	"RP11-1O2.1"
"ENSG00000266743"	"lincRNA"	"RP11-94B19.6"
"ENSG00000264260"	"lincRNA"	"RP11-94B19.1"
"ENSG00000264595"	"lincRNA"	"RP11-94B19.5"
"ENSG00000266014"	"lincRNA"	"RP11-94B19.2"
"ENSG00000265717"	"lincRNA"	"RP11-94B19.7"
"ENSG00000264212"	"lincRNA"	"RP11-94B19.3"
"ENSG00000266614"	"lincRNA"	"RP11-94B19.4"
"ENSG00000263982"	"antisense"	"RP11-504I13.3"
"ENSG00000280205"	"TEC"	"RP11-504I13.2"
"ENSG00000265778"	"antisense"	"RP11-17M16.2"
"ENSG00000263812"	"lincRNA"	"LINC00908"
"ENSG00000266256"	"lincRNA"	"LINC00683"
"ENSG00000266312"	"lincRNA"	"RP11-111H3.3"
"ENSG00000276397"	"lincRNA"	"AC034110.1"
"ENSG00000264278"	"lincRNA"	"RP11-162A12.2"
"ENSG00000278107"	"lincRNA"	"RP11-162A12.4"
"ENSG00000266844"	"antisense"	"RP11-862L9.3"
"ENSG00000279811"	"TEC"	"RP11-862L9.2"
"ENSG00000275178"	"antisense"	"RP11-4B16.3"
"ENSG00000279433"	"TEC"	"RP11-4B16.1"
"ENSG00000278330"	"antisense"	"RP11-4B16.4"
"ENSG00000265844"	"lincRNA"	"RP11-751H17.1"
"ENSG00000264015"	"lincRNA"	"RP11-176N18.2"
"ENSG00000264693"	"lincRNA"	"RP11-63N3.1"
"ENSG00000265843"	"lincRNA"	"LINC01029"
"ENSG00000264334"	"lincRNA"	"RP11-671C19.2"
"ENSG00000266213"	"lincRNA"	"RP11-100K18.1"
"ENSG00000265644"	"lincRNA"	"RP11-451L19.1"
"ENSG00000265378"	"lincRNA"	"RP11-123I22.1"
"ENSG00000266273"	"lincRNA"	"RP11-715C4.1"
"ENSG00000266586"	"lincRNA"	"CTD-2382H12.2"
"ENSG00000265101"	"lincRNA"	"CTD-2382H12.1"
"ENSG00000263146"	"lincRNA"	"RP11-849I19.1"
"ENSG00000279416"	"TEC"	"RP11-849I19.2"
"ENSG00000267655"	"sense_intronic"	"CTD-2286N8.2"
"ENSG00000279474"	"TEC"	"CTD-2286N8.1"
"ENSG00000267628"	"antisense"	"RP11-1136J12.1"
"ENSG00000267015"	"antisense"	"RP11-800A18.4"
"ENSG00000279077"	"TEC"	"RP11-800A18.3"
"ENSG00000279637"	"TEC"	"RP11-196B3.1"
"ENSG00000275186"	"antisense"	"RP11-196B3.3"
"ENSG00000279981"	"TEC"	"RP11-196B3.2"
"ENSG00000279397"	"TEC"	"RP11-196B3.4"
"ENSG00000267287"	"processed_transcript"	"RP11-567M16.1"
"ENSG00000267409"	"lincRNA"	"RP11-567M16.2"
"ENSG00000178412"	"lincRNA"	"RP11-567M16.3"
"ENSG00000274828"	"lincRNA"	"RP11-567M16.6"
"ENSG00000266901"	"antisense"	"RP11-567M16.5"
"ENSG00000266924"	"lincRNA"	"RP11-154H12.2"
"ENSG00000267780"	"lincRNA"	"RP11-154H12.3"
"ENSG00000278075"	"lincRNA"	"RP11-248M19.1"
"ENSG00000261126"	"lincRNA"	"RP11-795F19.1"
"ENSG00000267270"	"antisense"	"PARD6G-AS1"
"ENSG00000278000"	"sense_intronic"	"AC139100.4"
"ENSG00000267251"	"antisense"	"AC139100.3"
"ENSG00000267124"	"antisense"	"CTD-3113P16.5"
"ENSG00000267443"	"lincRNA"	"AC010641.1"
"ENSG00000266933"	"antisense"	"AC005775.2"
"ENSG00000267751"	"antisense"	"AC009005.2"
"ENSG00000261204"	"lincRNA"	"AC004449.6"
"ENSG00000267666"	"lincRNA"	"AC004156.3"
"ENSG00000272473"	"lincRNA"	"AC006273.4"
"ENSG00000267530"	"lincRNA"	"AC006273.5"
"ENSG00000267159"	"antisense"	"AC005391.2"
"ENSG00000275162"	"sense_intronic"	"LLNLR-260G6.1"
"ENSG00000266990"	"antisense"	"LLNLR-284B4.2"
"ENSG00000274177"	"antisense"	"LLNLR-284B4.1"
"ENSG00000279753"	"TEC"	"AC011558.5"
"ENSG00000267778"	"lincRNA"	"AC004221.2"
"ENSG00000267493"	"antisense"	"CIRBP-AS1"
"ENSG00000267372"	"lincRNA"	"AC005330.2"
"ENSG00000279488"	"TEC"	"AC004623.3"
"ENSG00000267755"	"antisense"	"AC004623.2"
"ENSG00000280486"	"antisense"	"LLNLR-307A6.1"
"ENSG00000248015"	"antisense"	"AC005329.7"
"ENSG00000268798"	"lincRNA"	"CTB-25B13.5"
"ENSG00000267317"	"antisense"	"CTB-25B13.12"
"ENSG00000267092"	"antisense"	"CTB-25B13.9"
"ENSG00000279009"	"TEC"	"AC005943.6"
"ENSG00000267073"	"lincRNA"	"AC005256.1"
"ENSG00000267007"	"antisense"	"CTB-31O20.3"
"ENSG00000267244"	"processed_transcript"	"CTB-31O20.4"
"ENSG00000267125"	"antisense"	"CTB-31O20.6"
"ENSG00000267141"	"antisense"	"CTB-31O20.8"
"ENSG00000261526"	"lincRNA"	"CTB-31O20.2"
"ENSG00000267232"	"lincRNA"	"CTB-31O20.9"
"ENSG00000180846"	"antisense"	"CSNK1G2-AS1"
"ENSG00000267283"	"processed_transcript"	"AC005306.3"
"ENSG00000279653"	"TEC"	"LLNLR-304A6.1"
"ENSG00000267122"	"antisense"	"AC004490.1"
"ENSG00000267201"	"lincRNA"	"AC005624.2"
"ENSG00000267412"	"sense_intronic"	"CTC-265F19.2"
"ENSG00000267214"	"antisense"	"CTC-265F19.3"
"ENSG00000267749"	"sense_intronic"	"CTC-265F19.1"
"ENSG00000276097"	"sense_intronic"	"AC006538.8"
"ENSG00000261342"	"sense_intronic"	"AC006538.1"
"ENSG00000267063"	"antisense"	"AC006130.3"
"ENSG00000253392"	"antisense"	"AC006277.2"
"ENSG00000279452"	"TEC"	"AC006277.3"
"ENSG00000267469"	"antisense"	"AC005944.2"
"ENSG00000267139"	"antisense"	"AC005262.3"
"ENSG00000267688"	"antisense"	"AC005262.2"
"ENSG00000267551"	"antisense"	"AC005264.2"
"ENSG00000267448"	"antisense"	"AC010649.1"
"ENSG00000280103"	"TEC"	"AC007792.1"
"ENSG00000279599"	"TEC"	"AC005514.2"
"ENSG00000267436"	"antisense"	"AC005786.7"
"ENSG00000267231"	"lincRNA"	"AC005786.5"
"ENSG00000279590"	"TEC"	"AC005786.6"
"ENSG00000226800"	"antisense"	"CACTIN-AS1"
"ENSG00000267304"	"antisense"	"AC004637.1"
"ENSG00000267205"	"antisense"	"AC005954.4"
"ENSG00000267138"	"sense_intronic"	"AC005954.3"
"ENSG00000268670"	"sense_intronic"	"CTD-2622I13.3"
"ENSG00000280247"	"TEC"	"AC005578.3"
"ENSG00000269425"	"antisense"	"AC007292.7"
"ENSG00000269807"	"antisense"	"AC007292.4"
"ENSG00000269318"	"antisense"	"AC007292.3"
"ENSG00000267980"	"antisense"	"AC007292.6"
"ENSG00000267255"	"antisense"	"CTB-50L17.5"
"ENSG00000267030"	"antisense"	"CTB-50L17.7"
"ENSG00000280239"	"TEC"	"CTB-50L17.8"
"ENSG00000267769"	"antisense"	"CTB-50L17.9"
"ENSG00000267011"	"lincRNA"	"CTB-50L17.16"
"ENSG00000268565"	"antisense"	"AC005339.2"
"ENSG00000205790"	"antisense"	"DPP9-AS1"
"ENSG00000176840"	"lincRNA"	"MIR7-3HG"
"ENSG00000268536"	"lincRNA"	"AC005523.3"
"ENSG00000269604"	"antisense"	"AC005523.2"
"ENSG00000267484"	"antisense"	"CTC-518P12.6"
"ENSG00000267550"	"antisense"	"CTC-482H14.5"
"ENSG00000274447"	"antisense"	"LLNLR-304G9.1"
"ENSG00000223573"	"lincRNA"	"TINCR"
"ENSG00000267709"	"antisense"	"AC024592.9"
"ENSG00000266941"	"antisense"	"AC104532.3"
"ENSG00000267571"	"antisense"	"AC104532.4"
"ENSG00000266983"	"antisense"	"CTC-232P5.1"
"ENSG00000267262"	"antisense"	"CTC-232P5.3"
"ENSG00000267299"	"antisense"	"CTB-66B24.1"
"ENSG00000267563"	"antisense"	"CTC-503J8.4"
"ENSG00000280394"	"TEC"	"CTC-503J8.8"
"ENSG00000269802"	"antisense"	"CTB-180A7.3"
"ENSG00000269444"	"sense_overlapping"	"CTB-180A7.6"
"ENSG00000214347"	"lincRNA"	"CTB-180A7.8"
"ENSG00000275234"	"antisense"	"CTD-2396E7.11"
"ENSG00000268191"	"antisense"	"CTD-2396E7.10"
"ENSG00000268203"	"antisense"	"CTD-2396E7.9"
"ENSG00000276980"	"sense_intronic"	"CTD-3128G10.7"
"ENSG00000269680"	"antisense"	"CTD-3128G10.6"
"ENSG00000280091"	"TEC"	"CTC-312O10.3"
"ENSG00000268845"	"antisense"	"RP11-1137G4.3"
"ENSG00000196589"	"lincRNA"	"CTB-25J19.1"
"ENSG00000267852"	"antisense"	"CTB-133G6.2"
"ENSG00000269371"	"antisense"	"CTD-2207O23.11"
"ENSG00000268204"	"antisense"	"CTD-3214H19.6"
"ENSG00000268120"	"lincRNA"	"CTD-3193O13.11"
"ENSG00000214248"	"antisense"	"CTD-3193O13.12"
"ENSG00000268149"	"antisense"	"CTD-3193O13.13"
"ENSG00000260500"	"antisense"	"CTD-3193O13.1"
"ENSG00000269139"	"processed_transcript"	"CTD-3193O13.8"
"ENSG00000269813"	"antisense"	"CTD-3193O13.14"
"ENSG00000267939"	"lincRNA"	"CTD-2325M2.1"
"ENSG00000271717"	"antisense"	"CTD-3020H12.4"
"ENSG00000269386"	"antisense"	"RAB11B-AS1"
"ENSG00000268931"	"antisense"	"RP11-886P16.6"
"ENSG00000279827"	"TEC"	"RP11-886P16.10"
"ENSG00000268618"	"antisense"	"AC092316.1"
"ENSG00000279396"	"TEC"	"AC130469.1"
"ENSG00000267986"	"antisense"	"AC130469.2"
"ENSG00000268480"	"lincRNA"	"CTD-2586B10.1"
"ENSG00000279426"	"TEC"	"AC093230.2"
"ENSG00000269300"	"antisense"	"CTD-2529P6.3"
"ENSG00000269400"	"sense_intronic"	"CTD-2529P6.4"
"ENSG00000267510"	"antisense"	"CTC-325H20.4"
"ENSG00000266912"	"lincRNA"	"CTC-325H20.2"
"ENSG00000267273"	"lincRNA"	"CTC-543D15.3"
"ENSG00000278611"	"lincRNA"	"CTC-543D15.8"
"ENSG00000267106"	"processed_transcript"	"ZNF561-AS1"
"ENSG00000277587"	"lincRNA"	"CTD-3116E22.8"
"ENSG00000267612"	"lincRNA"	"CTD-3116E22.7"
"ENSG00000266950"	"lincRNA"	"CTD-2623N2.5"
"ENSG00000267289"	"lincRNA"	"CTD-2623N2.11"
"ENSG00000267650"	"antisense"	"CTD-2553C6.1"
"ENSG00000267387"	"antisense"	"CTD-2240E14.4"
"ENSG00000266978"	"antisense"	"CTD-2369P2.5"
"ENSG00000267105"	"antisense"	"CTD-2369P2.4"
"ENSG00000267607"	"antisense"	"CTD-2369P2.8"
"ENSG00000274425"	"antisense"	"AC114271.2"
"ENSG00000267197"	"sense_intronic"	"CTC-429L19.3"
"ENSG00000267100"	"lincRNA"	"ILF3-AS1"
"ENSG00000266936"	"antisense"	"CTC-215O4.4"
"ENSG00000267082"	"antisense"	"CTC-510F12.2"
"ENSG00000279807"	"TEC"	"CTC-510F12.3"
"ENSG00000273733"	"antisense"	"CTC-510F12.7"
"ENSG00000267174"	"3prime_overlapping_ncrna"	"CTC-510F12.4"
"ENSG00000267576"	"sense_intronic"	"CTC-510F12.6"
"ENSG00000267277"	"antisense"	"CTD-2342J14.6"
"ENSG00000197332"	"lincRNA"	"ZNF833P"
"ENSG00000266922"	"sense_intronic"	"CTC-499B15.6"
"ENSG00000267646"	"antisense"	"CTC-499B15.7"
"ENSG00000267089"	"lincRNA"	"CTC-499B15.8"
"ENSG00000278897"	"TEC"	"AC020951.1"
"ENSG00000267274"	"sense_overlapping"	"CTD-2006C1.12"
"ENSG00000219665"	"processed_transcript"	"CTD-2006C1.2"
"ENSG00000234773"	"lincRNA"	"CTD-2666L21.1"
"ENSG00000234848"	"antisense"	"CTD-3105H18.7"
"ENSG00000269560"	"sense_intronic"	"CTD-2192J16.21"
"ENSG00000230310"	"lincRNA"	"CTD-2192J16.11"
"ENSG00000268945"	"lincRNA"	"CTD-2192J16.26"
"ENSG00000267791"	"antisense"	"CTD-2659N19.2"
"ENSG00000267004"	"lincRNA"	"CTD-2659N19.4"
"ENSG00000267212"	"lincRNA"	"CTD-2659N19.9"
"ENSG00000267062"	"antisense"	"CTD-2659N19.10"
"ENSG00000267424"	"antisense"	"CTD-2265O21.3"
"ENSG00000267735"	"antisense"	"CTD-2265O21.7"
"ENSG00000266975"	"antisense"	"FARSA-AS1"
"ENSG00000267458"	"antisense"	"CTC-425F1.4"
"ENSG00000267417"	"antisense"	"CTC-239J10.1"
"ENSG00000267610"	"antisense"	"AC007787.2"
"ENSG00000279044"	"TEC"	"AC007787.3"
"ENSG00000266897"	"lincRNA"	"AC005546.2"
"ENSG00000267512"	"antisense"	"CTC-250I14.3"
"ENSG00000267598"	"antisense"	"CTC-250I14.6"
"ENSG00000267633"	"antisense"	"CTB-5E10.3"
"ENSG00000267582"	"antisense"	"CTD-3252C9.2"
"ENSG00000267519"	"lincRNA"	"CTD-3252C9.4"
"ENSG00000275091"	"antisense"	"CTB-55O6.13"
"ENSG00000267670"	"antisense"	"CTB-55O6.4"
"ENSG00000267783"	"antisense"	"CTB-55O6.10"
"ENSG00000267169"	"antisense"	"CTB-55O6.12"
"ENSG00000267723"	"lincRNA"	"CTD-2189E23.1"
"ENSG00000267406"	"lincRNA"	"CTD-2189E23.2"
"ENSG00000266913"	"lincRNA"	"CTC-548K16.2"
"ENSG00000267147"	"lincRNA"	"CTC-548K16.1"
"ENSG00000267379"	"antisense"	"CTC-548K16.5"
"ENSG00000267474"	"sense_intronic"	"CTC-548K16.6"
"ENSG00000268564"	"antisense"	"AC003956.1"
"ENSG00000269635"	"lincRNA"	"AC004257.1"
"ENSG00000273218"	"lincRNA"	"LLNLR-246C6.1"
"ENSG00000268189"	"processed_transcript"	"AC005785.2"
"ENSG00000279203"	"TEC"	"AC005785.5"
"ENSG00000279716"	"TEC"	"AC006128.2"
"ENSG00000266951"	"lincRNA"	"AD000091.2"
"ENSG00000268673"	"lincRNA"	"LLNLR-249E10.1"
"ENSG00000267308"	"lincRNA"	"AC004510.3"
"ENSG00000214049"	"processed_transcript"	"UCA1"
"ENSG00000267453"	"lincRNA"	"AC004791.2"
"ENSG00000279717"	"TEC"	"LLNLF-158E9.1"
"ENSG00000205396"	"processed_transcript"	"LINC00661"
"ENSG00000280412"	"TEC"	"AC114273.3"
"ENSG00000167459"	"processed_transcript"	"LINC00905"
"ENSG00000267517"	"lincRNA"	"CTD-2231E14.4"
"ENSG00000279198"	"TEC"	"CTD-2231E14.2"
"ENSG00000267373"	"lincRNA"	"CTD-2231E14.5"
"ENSG00000269243"	"antisense"	"CTD-2231E14.8"
"ENSG00000267033"	"antisense"	"CTD-2562J15.4"
"ENSG00000267275"	"antisense"	"CTD-2562J15.6"
"ENSG00000277825"	"lincRNA"	"CTD-2013N17.7"
"ENSG00000280332"	"TEC"	"CTD-2013N17.6"
"ENSG00000267703"	"antisense"	"CTD-2013N17.4"
"ENSG00000269399"	"lincRNA"	"CTD-3222D19.12"
"ENSG00000268309"	"antisense"	"CTD-3222D19.11"
"ENSG00000269085"	"antisense"	"CTD-3222D19.10"
"ENSG00000279529"	"TEC"	"CTD-3222D19.8"
"ENSG00000279748"	"TEC"	"CTD-3222D19.9"
"ENSG00000269578"	"sense_intronic"	"CTD-3222D19.5"
"ENSG00000279977"	"TEC"	"CTD-3222D19.4"
"ENSG00000268087"	"lincRNA"	"CTC-429P9.2"
"ENSG00000269427"	"antisense"	"CTC-429P9.1"
"ENSG00000269044"	"sense_intronic"	"CTC-429P9.3"
"ENSG00000267904"	"sense_intronic"	"CTC-429P9.5"
"ENSG00000269799"	"sense_intronic"	"CTD-2538G9.6"
"ENSG00000268743"	"sense_intronic"	"CTD-2538G9.5"
"ENSG00000268985"	"antisense"	"CTD-2528A14.1"
"ENSG00000268289"	"antisense"	"CTD-2528A14.3"
"ENSG00000269066"	"antisense"	"CTD-2528A14.5"
"ENSG00000268056"	"antisense"	"CTD-3032J10.2"
"ENSG00000269836"	"antisense"	"CTD-3032J10.4"
"ENSG00000269480"	"antisense"	"CTD-3032J10.3"
"ENSG00000269815"	"sense_intronic"	"CTD-2278I10.4"
"ENSG00000269350"	"antisense"	"CTD-2278I10.1"
"ENSG00000269720"	"lincRNA"	"CTD-2521M24.5"
"ENSG00000269640"	"lincRNA"	"CTD-2521M24.9"
"ENSG00000269481"	"antisense"	"CTD-2521M24.6"
"ENSG00000269053"	"antisense"	"CTD-2521M24.8"
"ENSG00000269736"	"lincRNA"	"CTD-2521M24.11"
"ENSG00000269439"	"lincRNA"	"CTD-3131K8.2"
"ENSG00000269161"	"antisense"	"CTD-3131K8.3"
"ENSG00000269752"	"antisense"	"CTD-3149D2.3"
"ENSG00000279300"	"TEC"	"CTD-3149D2.2"
"ENSG00000268112"	"antisense"	"CTD-3149D2.4"
"ENSG00000279617"	"TEC"	"AC005796.2"
"ENSG00000279172"	"TEC"	"CTB-52I2.7"
"ENSG00000269145"	"antisense"	"AC007192.6"
"ENSG00000268650"	"antisense"	"AC068499.10"
"ENSG00000268199"	"antisense"	"CTD-3137H5.1"
"ENSG00000279262"	"TEC"	"CTD-3137H5.5"
"ENSG00000280121"	"TEC"	"CTD-3137H5.4"
"ENSG00000268938"	"antisense"	"AC005387.3"
"ENSG00000269191"	"antisense"	"AC005387.2"
"ENSG00000268030"	"antisense"	"AC005253.2"
"ENSG00000268983"	"antisense"	"AC005253.4"
"ENSG00000269694"	"antisense"	"AC005197.2"
"ENSG00000269019"	"antisense"	"AC005932.1"
"ENSG00000269131"	"antisense"	"AC004447.2"
"ENSG00000267629"	"processed_transcript"	"AC138430.4"
"ENSG00000280282"	"TEC"	"LLNLR-259H9.1"
"ENSG00000267234"	"antisense"	"CTB-184G21.3"
"ENSG00000259242"	"antisense"	"AC002306.1"
"ENSG00000266904"	"lincRNA"	"CTC-559E9.1"
"ENSG00000267581"	"lincRNA"	"CTC-559E9.4"
"ENSG00000267419"	"processed_transcript"	"CTC-559E9.6"
"ENSG00000267481"	"sense_intronic"	"CTC-559E9.5"
"ENSG00000267565"	"antisense"	"CTC-559E9.8"
"ENSG00000267268"	"lincRNA"	"AC007204.2"
"ENSG00000267383"	"antisense"	"CTC-260E6.6"
"ENSG00000279039"	"TEC"	"CTC-260E6.3"
"ENSG00000280079"	"TEC"	"CTC-260E6.4"
"ENSG00000269043"	"lincRNA"	"CTC-513N18.6"
"ENSG00000269110"	"lincRNA"	"CTC-513N18.7"
"ENSG00000268560"	"lincRNA"	"CTD-2332E11.2"
"ENSG00000268416"	"lincRNA"	"CTD-2626G11.2"
"ENSG00000279404"	"TEC"	"CTD-2542C24.5"
"ENSG00000268326"	"lincRNA"	"CTD-2542C24.8"
"ENSG00000268119"	"processed_transcript"	"CTD-2561J22.5"
"ENSG00000268658"	"lincRNA"	"LINC00664"
"ENSG00000268081"	"antisense"	"RP11-678G14.2"
