probe_id,gsym,biotype
ASHG19A3A018394,CD40,protein_coding
ASHG19A3A006179,CD40,protein_coding
ASHG19A3A018394,CD40,nonsense_mediated_decay
ASHG19A3A018394,CD40,processed_transcript
ASHG19A3A017734,AL031687.1,lincRNA
ASHG19A3A017735,CDH22,protein_coding
ASHG19A3A006347,SLC35C2,protein_coding
ASHG19A3A017740,SLC35C2,protein_coding
ASHG19A3A017738,SLC35C2,protein_coding
ASHG19A3A017738,SLC35C2,processed_transcript
ASHG19A3A006347,SLC35C2,processed_transcript
ASHG19A3A017740,SLC35C2,processed_transcript
ASHG19A3A017741,ELMO2,protein_coding
ASHG19A3A006641,ELMO2,protein_coding
ASHG19A3A017741,ELMO2,processed_transcript
ASHG19A3A017743,ZNF663P,processed_transcript
ASHG19A3A017743,AL031686.1,processed_transcript
ASHG19A3A017742,AL031686.1,processed_transcript
ASHG19A3A017745,MKRN7P,processed_transcript
ASHG19A3A017745,MKRN7P,transcribed_processed_pseudogene
ASHG19A3A018395,ZNF840P,unprocessed_pseudogene
ASHG19A3A005003,ZNF334,protein_coding
ASHG19A3A017746,ZNF334,protein_coding
ASHG19A3A017747,OCSTAMP,protein_coding
ASHG19A3A017749,SLC13A3,protein_coding
ASHG19A3A017748,SLC13A3,protein_coding
ASHG19A3A017750,TP53RK,protein_coding
ASHG19A3A018396,SLC2A10,protein_coding
ASHG19A3A017753,AL354766.1,processed_pseudogene
ASHG19A3A018397,EYA2,protein_coding
ASHG19A3A006305,EYA2,protein_coding
ASHG19A3A017754,AL354766.2,lincRNA
ASHG19A3A017755,AL022342.1,processed_pseudogene
ASHG19A3A017757,ZMYND8,protein_coding
ASHG19A3A006668,ZMYND8,protein_coding
ASHG19A3A017756,ZMYND8,protein_coding
ASHG19A3A006668,ZMYND8,processed_transcript
ASHG19A3A018402,AL031666.2,antisense
ASHG19A3A018403,AL031666.1,antisense
ASHG19A3A017758,LINC01754,lincRNA
ASHG19A3A017759,RPL35AP,processed_pseudogene
ASHG19A3A018404,NCOA3,protein_coding
ASHG19A3A017760,AL034418.1,processed_pseudogene
ASHG19A3A017762,SULF2,protein_coding
ASHG19A3A017761,SULF2,protein_coding
ASHG19A3A017761,SULF2,retained_intron
ASHG19A3A018407,AL354813.1,antisense
ASHG19A3A018408,SRMP1,processed_pseudogene
ASHG19A3A018409,AL357558.2,lincRNA
ASHG19A3A018411,AL357558.1,lincRNA
ASHG19A3A017764,LINC01522,lincRNA
ASHG19A3A018412,LINC01523,lincRNA
ASHG19A3A018416,LINC00494,lincRNA
ASHG19A3A018417,LINC00494,lincRNA
ASHG19A3A017766,AL137078.1,lincRNA
ASHG19A3A017767,PREX1,protein_coding
ASHG19A3A018421,ARFGEF2,protein_coding
ASHG19A3A017769,SNAP23P1,processed_pseudogene
ASHG19A3A017770,CSE1L-AS1,antisense
ASHG19A3A018422,CSE1L,protein_coding
ASHG19A3A018424,STAU1,protein_coding
ASHG19A3A017771,STAU1,protein_coding
ASHG19A3A004939,STAU1,protein_coding
ASHG19A3A001257,STAU1,protein_coding
ASHG19A3A004940,STAU1,protein_coding
ASHG19A3A018423,ARPC3P1,processed_pseudogene
ASHG19A3A018425,DDX27,protein_coding
ASHG19A3A018425,DDX27,retained_intron
ASHG19A3A017772,ZNFX1,protein_coding
ASHG19A3A018426,ZFAS1,antisense
ASHG19A3A018427,ZFAS1,antisense
ASHG19A3A017773,ZFAS1,antisense
ASHG19A3A007152,ZFAS1,antisense
ASHG19A3A007154,ZFAS1,antisense
ASHG19A3A007153,ZFAS1,antisense
ASHG19A3A018426,RF02215,misc_RNA
ASHG19A3A017773,RF02217,misc_RNA
ASHG19A3A017777,KCNB1,protein_coding
ASHG19A3A017776,KCNB1,protein_coding
ASHG19A3A017775,KCNB1,protein_coding
ASHG19A3A017778,PTGIS,protein_coding
ASHG19A3A017779,B4GALT5,protein_coding
ASHG19A3A017781,SNRPFP1,processed_pseudogene
ASHG19A3A018428,SLC9A8,protein_coding
ASHG19A3A017783,SPATA2,protein_coding
ASHG19A3A017782,SPATA2,protein_coding
ASHG19A3A018429,RNF114,nonsense_mediated_decay
ASHG19A3A018429,RNF114,protein_coding
ASHG19A3A018429,RNF114,retained_intron
ASHG19A3A018430,KRT18P4,processed_pseudogene
ASHG19A3A018431,SNAI1,protein_coding
ASHG19A3A017784,TRERNA1,lincRNA
ASHG19A3A017785,UBE2V1,processed_transcript
ASHG19A3A017785,UBE2V1,protein_coding
ASHG19A3A017786,UBE2V1,protein_coding
ASHG19A3A006850,UBE2V1,protein_coding
ASHG19A3A017786,UBE2V1,nonsense_mediated_decay
ASHG19A3A005268,UBE2V1,processed_transcript
ASHG19A3A017786,UBE2V1,processed_transcript
ASHG19A3A006862,TMEM189-UBE2V1,protein_coding
ASHG19A3A003139,TMEM189,protein_coding
ASHG19A3A017788,TMEM189,nonsense_mediated_decay
ASHG19A3A018432,AL161937.2,lincRNA
ASHG19A3A018433,AL161937.1,lincRNA
ASHG19A3A018434,LINC01273,lincRNA
ASHG19A3A017789,CEBPB-AS1,antisense
ASHG19A3A018435,CEBPB,protein_coding
ASHG19A3A018437,SMIM25,lincRNA
ASHG19A3A018438,LINC01270,lincRNA
ASHG19A3A017790,LINC01270,lincRNA
ASHG19A3A018439,LINC01270,lincRNA
ASHG19A3A017790,LINC01271,lincRNA
ASHG19A3A018441,COX6CP2,processed_pseudogene
ASHG19A3A018442,PTPN1,protein_coding
ASHG19A3A017791,AL133230.1,antisense
ASHG19A3A017792,RIPOR3,protein_coding
ASHG19A3A017792,RIPOR3,retained_intron
ASHG19A3A018444,RPL36P2,processed_pseudogene
ASHG19A3A018445,AL353653.1,antisense
ASHG19A3A005531,PARD6B,protein_coding
ASHG19A3A004972,BCAS4,protein_coding
ASHG19A3A006811,BCAS4,protein_coding
ASHG19A3A018446,BCAS4,protein_coding
ASHG19A3A018447,BCAS4,protein_coding
ASHG19A3A000929,BCAS4,protein_coding
ASHG19A3A017793,BCAS4,nonsense_mediated_decay
ASHG19A3A006811,BCAS4,nonsense_mediated_decay
ASHG19A3A017793,TMSB4XP6,processed_pseudogene
ASHG19A3A004809,ADNP,protein_coding
ASHG19A3A006539,ADNP,protein_coding
ASHG19A3A018448,PSMD10P1,processed_pseudogene
ASHG19A3A017795,DPM1,protein_coding
ASHG19A3A017795,DPM1,processed_transcript
ASHG19A3A018449,MOCS3,protein_coding
ASHG19A3A018450,AL050404.1,antisense
ASHG19A3A017796,KCNG1,protein_coding
ASHG19A3A017796,KCNG1,processed_transcript
ASHG19A3A018451,AL121785.1,TEC
ASHG19A3A017797,RPSAP1,processed_pseudogene
ASHG19A3A017799,NFATC2,protein_coding
ASHG19A3A017798,NFATC2,protein_coding
ASHG19A3A006353,NFATC2,protein_coding
ASHG19A3A017801,NFATC2,protein_coding
ASHG19A3A017799,NFATC2,retained_intron
ASHG19A3A017802,ATP9A,protein_coding
ASHG19A3A018453,AL138807.1,processed_pseudogene
ASHG19A3A017803,SALL4,protein_coding
ASHG19A3A017804,LINC01429,lincRNA
ASHG19A3A017806,ZFP64,protein_coding
ASHG19A3A017805,ZFP64,protein_coding
ASHG19A3A017805,ZFP64,processed_transcript
ASHG19A3A017806,ZFP64,processed_transcript
ASHG19A3A005251,ZFP64,protein_coding
ASHG19A3A049053,ERP29P1,processed_pseudogene
ASHG19A3A018454,LINC01524,lincRNA
ASHG19A3A017807,AL109610.1,lincRNA
ASHG19A3A017808,AL049765.1,lincRNA
ASHG19A3A018455,AL031674.1,lincRNA
ASHG19A3A017809,AL121902.1,lincRNA
ASHG19A3A018456,RPL36P1,processed_pseudogene
ASHG19A3A018457,TSHZ2,protein_coding
ASHG19A3A018458,TSHZ2,protein_coding
ASHG19A3A017810,AL391097.1,antisense
ASHG19A3A017811,AL391097.2,antisense
ASHG19A3A017812,AL354993.1,antisense
ASHG19A3A018459,AL157838.1,antisense
ASHG19A3A017814,ZNF217,protein_coding
ASHG19A3A018460,AC005808.1,lincRNA
ASHG19A3A017816,AC006076.1,lincRNA
ASHG19A3A017818,SUMO1P1,processed_pseudogene
ASHG19A3A017819,BCAS1,protein_coding
ASHG19A3A018461,AC005220.1,antisense
ASHG19A3A017820,CYP24A1,protein_coding
ASHG19A3A002100,CYP24A1,protein_coding
ASHG19A3A018462,PFDN4,protein_coding
ASHG19A3A018463,DOK5,protein_coding
ASHG19A3A018464,RPL12P4,processed_pseudogene
ASHG19A3A018465,LINC01440,lincRNA
ASHG19A3A017822,LINC01440,lincRNA
ASHG19A3A017822,LINC01441,lincRNA
ASHG19A3A017823,CBLN4,protein_coding
ASHG19A3A018466,MC3R,protein_coding
ASHG19A3A018467,AL139824.2,processed_pseudogene
ASHG19A3A017824,AL139824.1,lincRNA
ASHG19A3A018468,FAM210B,protein_coding
ASHG19A3A006791,AURKA,protein_coding
ASHG19A3A004166,AURKA,protein_coding
ASHG19A3A006792,AURKA,protein_coding
ASHG19A3A006790,AURKA,protein_coding
ASHG19A3A018469,CSTF1,retained_intron
ASHG19A3A018469,CSTF1,protein_coding
ASHG19A3A018470,CSTF1,protein_coding
ASHG19A3A018470,CSTF1,processed_transcript
ASHG19A3A018471,CSTF1,protein_coding
ASHG19A3A018471,CSTF1,nonsense_mediated_decay
ASHG19A3A018472,CASS4,protein_coding
ASHG19A3A018473,CASS4,protein_coding
ASHG19A3A003189,CASS4,protein_coding
ASHG19A3A017825,CASS4,protein_coding
ASHG19A3A017825,RPL39P,processed_pseudogene
ASHG19A3A018474,RTF2,protein_coding
ASHG19A3A017826,GCNT7,protein_coding
ASHG19A3A018476,FAM209A,processed_transcript
ASHG19A3A018476,FAM209A,protein_coding
ASHG19A3A018475,AL109806.1,TEC
ASHG19A3A018477,FAM209B,protein_coding
ASHG19A3A018478,LINC01716,lincRNA
ASHG19A3A018479,LINC01716,lincRNA
ASHG19A3A018480,RPS4XP3,processed_pseudogene
ASHG19A3A018481,TFAP2C,protein_coding
ASHG19A3A017827,PTMAP6,processed_pseudogene
ASHG19A3A017828,AL133232.1,lincRNA
ASHG19A3A018482,AL157414.2,lincRNA
ASHG19A3A018483,AL157414.1,lincRNA
ASHG19A3A018484,AL157414.3,TEC
ASHG19A3A017829,BMP7,protein_coding
ASHG19A3A018485,BMP7-AS1,antisense
ASHG19A3A018487,AL122058.1,lincRNA
ASHG19A3A018486,AL122058.1,lincRNA
ASHG19A3A018488,RPL39P39,processed_pseudogene
ASHG19A3A018489,SPO11,protein_coding
ASHG19A3A006770,SPO11,protein_coding
ASHG19A3A018490,RAE1,protein_coding
ASHG19A3A018491,RAE1,protein_coding
ASHG19A3A017830,MTND1P9,processed_pseudogene
ASHG19A3A017831,AL109955.1,antisense
ASHG19A3A004943,RBM38,protein_coding
ASHG19A3A006696,RBM38,protein_coding
ASHG19A3A004943,RBM38,nonsense_mediated_decay
ASHG19A3A017832,CTCFL,protein_coding
ASHG19A3A017832,CTCFL,nonsense_mediated_decay
ASHG19A3A018493,PCK1,retained_intron
ASHG19A3A018493,PCK1,protein_coding
ASHG19A3A017835,AL035541.1,lincRNA
ASHG19A3A003075,ZBP1,protein_coding
ASHG19A3A017836,ZBP1,protein_coding
ASHG19A3A017836,ZBP1,retained_intron
ASHG19A3A003075,ZBP1,processed_transcript
ASHG19A3A017837,PMEPA1,protein_coding
ASHG19A3A018494,PMEPA1,protein_coding
ASHG19A3A017838,PMEPA1,protein_coding
ASHG19A3A017839,PMEPA1,protein_coding
ASHG19A3A017839,PMEPA1,processed_transcript
ASHG19A3A017838,NKILA,antisense
ASHG19A3A017839,NKILA,antisense
ASHG19A3A018495,NKILA,antisense
ASHG19A3A017840,AL354984.1,lincRNA
ASHG19A3A017841,AL354984.2,lincRNA
ASHG19A3A018496,C20orf85,protein_coding
ASHG19A3A017843,PPP4R1L,processed_transcript
ASHG19A3A017842,PPP4R1L,processed_transcript
ASHG19A3A017844,PPP4R1L,processed_transcript
ASHG19A3A018497,RAB22A,protein_coding
ASHG19A3A018497,RAB22A,processed_transcript
ASHG19A3A018498,VAPB,protein_coding
ASHG19A3A018499,VAPB,protein_coding
ASHG19A3A018498,VAPB,nonsense_mediated_decay
ASHG19A3A018498,VAPB,processed_transcript
ASHG19A3A017845,APCDD1L,protein_coding
ASHG19A3A018500,APCDD1L-DT,lincRNA
ASHG19A3A018501,APCDD1L-DT,lincRNA
ASHG19A3A018502,LINC01711,lincRNA
ASHG19A3A018503,STX16,protein_coding
ASHG19A3A018503,STX16,processed_transcript
ASHG19A3A018503,STX16,nonsense_mediated_decay
ASHG19A3A018503,STX16-NPEPL1,nonsense_mediated_decay
ASHG19A3A018504,NPEPL1,protein_coding
ASHG19A3A018504,NPEPL1,retained_intron
ASHG19A3A017848,PIEZO1P2,unprocessed_pseudogene
ASHG19A3A018505,AL132655.3,lincRNA
ASHG19A3A017849,GNAS-AS1,antisense
ASHG19A3A017850,GNAS-AS1,antisense
ASHG19A3A017850,GNAS,protein_coding
ASHG19A3A018506,GNAS,protein_coding
ASHG19A3A017853,GNAS,protein_coding
ASHG19A3A004916,GNAS,protein_coding
ASHG19A3A001519,GNAS,protein_coding
ASHG19A3A001519,GNAS,processed_transcript
ASHG19A3A004916,GNAS,processed_transcript
ASHG19A3A018507,GNAS,protein_coding
ASHG19A3A018507,GNAS,processed_transcript
ASHG19A3A017853,GNAS,processed_transcript
ASHG19A3A018508,GNAS,processed_transcript
ASHG19A3A018508,GNAS,protein_coding
ASHG19A3A018510,GNAS,protein_coding
ASHG19A3A017853,GNAS,retained_intron
ASHG19A3A017851,AL121917.1,antisense
ASHG19A3A018511,NELFCD,protein_coding
ASHG19A3A018511,NELFCD,retained_intron
ASHG19A3A018511,NELFCD,nonsense_mediated_decay
ASHG19A3A017855,CTSZ,protein_coding
ASHG19A3A017855,CTSZ,retained_intron
ASHG19A3A018512,TUBB1,protein_coding
ASHG19A3A017856,ATP5F1E,protein_coding
ASHG19A3A017857,PRELID3B,protein_coding
ASHG19A3A018513,MRPS16P2,processed_pseudogene
ASHG19A3A018514,ZNF831,protein_coding
ASHG19A3A007028,EDN3,protein_coding
ASHG19A3A007026,EDN3,protein_coding
ASHG19A3A000542,EDN3,protein_coding
ASHG19A3A007027,EDN3,protein_coding
ASHG19A3A017858,AL035250.1,lincRNA
ASHG19A3A017859,AL035250.2,lincRNA
ASHG19A3A017860,PIEZO1P1,processed_pseudogene
ASHG19A3A018515,AL389889.1,lincRNA
ASHG19A3A018516,PHACTR3,protein_coding
ASHG19A3A018517,PHACTR3,protein_coding
ASHG19A3A006681,PHACTR3,protein_coding
ASHG19A3A017861,AL121908.1,antisense
ASHG19A3A017863,SYCP2,protein_coding
ASHG19A3A018518,FAM217B,protein_coding
ASHG19A3A018518,FAM217B,processed_transcript
ASHG19A3A017864,PPP1R3D,protein_coding
ASHG19A3A018520,CDH26,protein_coding
ASHG19A3A017865,CDH26,protein_coding
ASHG19A3A018520,CDH26,processed_transcript
ASHG19A3A017865,CDH26,processed_transcript
ASHG19A3A018519,CDH26,protein_coding
ASHG19A3A018521,C20orf197,lincRNA
ASHG19A3A018524,MIR646HG,lincRNA
ASHG19A3A018526,MIR646HG,lincRNA
ASHG19A3A017867,MTCO2P1,processed_pseudogene
ASHG19A3A017868,AL139348.1,lincRNA
ASHG19A3A017869,AL121910.1,lincRNA
ASHG19A3A018527,LINC01718,lincRNA
ASHG19A3A018528,CDH4,protein_coding
ASHG19A3A018530,CDH4,protein_coding
ASHG19A3A017870,AL162457.1,antisense
ASHG19A3A017871,AL162457.2,antisense
ASHG19A3A017872,TAF4,protein_coding
ASHG19A3A017872,TAF4,retained_intron
ASHG19A3A005973,LSM14B,protein_coding
ASHG19A3A017873,LSM14B,protein_coding
ASHG19A3A017874,PSMA7,protein_coding
ASHG19A3A017874,PSMA7,processed_transcript
ASHG19A3A018531,SS18L1,protein_coding
ASHG19A3A018532,MTG2,processed_transcript
ASHG19A3A018532,MTG2,nonsense_mediated_decay
ASHG19A3A018532,MTG2,protein_coding
ASHG19A3A017875,HRH3,protein_coding
ASHG19A3A018533,OSBPL2,processed_transcript
ASHG19A3A018534,OSBPL2,protein_coding
ASHG19A3A018534,OSBPL2,nonsense_mediated_decay
ASHG19A3A018536,ADRM1,protein_coding
ASHG19A3A018536,ADRM1,processed_transcript
ASHG19A3A018536,AL354836.1,antisense
ASHG19A3A017876,AL354836.1,antisense
ASHG19A3A017877,LAMA5,processed_transcript
ASHG19A3A017877,LAMA5,retained_intron
ASHG19A3A017877,LAMA5,protein_coding
ASHG19A3A018537,LAMA5-AS1,antisense
ASHG19A3A018538,RPS21,protein_coding
ASHG19A3A018538,RPS21,processed_transcript
ASHG19A3A017882,CABLES2,protein_coding
ASHG19A3A018539,AL121832.1,antisense
ASHG19A3A017884,GATA5,protein_coding
ASHG19A3A017885,AL499627.1,lincRNA
ASHG19A3A017886,MIR1-1HG-AS1,antisense
ASHG19A3A018540,MIR1-1HG,antisense
ASHG19A3A018541,RPL7P3,processed_pseudogene
ASHG19A3A018542,BX640514.1,lincRNA
ASHG19A3A017887,AL450469.2,antisense
ASHG19A3A018543,AL450469.1,antisense
ASHG19A3A017888,AL357033.1,antisense
ASHG19A3A018546,SLCO4A1,protein_coding
ASHG19A3A018546,SLCO4A1,nonsense_mediated_decay
ASHG19A3A018546,SLCO4A1,processed_transcript
ASHG19A3A017890,SLCO4A1-AS1,antisense
ASHG19A3A017889,SLCO4A1-AS1,antisense
ASHG19A3A018547,NTSR1,protein_coding
ASHG19A3A017891,AL357033.2,antisense
ASHG19A3A017893,LINC00659,antisense
ASHG19A3A017892,LINC00659,antisense
ASHG19A3A018549,MRGBP,protein_coding
ASHG19A3A017894,MRGBP,protein_coding
ASHG19A3A017894,OGFR-AS1,antisense
ASHG19A3A018550,OGFR,protein_coding
ASHG19A3A018554,COL9A3,protein_coding
ASHG19A3A018554,COL9A3,retained_intron
ASHG19A3A018554,COL9A3,processed_transcript
ASHG19A3A017896,TCFL5,protein_coding
ASHG19A3A017897,ARF4P2,processed_pseudogene
ASHG19A3A017899,DIDO1,protein_coding
ASHG19A3A017900,DIDO1,protein_coding
ASHG19A3A017902,DIDO1,protein_coding
ASHG19A3A018556,GID8,protein_coding
ASHG19A3A018559,SLC17A9,protein_coding
ASHG19A3A018559,SLC17A9,processed_transcript
ASHG19A3A017905,BHLHE23,protein_coding
ASHG19A3A018563,LINC01749,lincRNA
ASHG19A3A017906,LINC00029,lincRNA
ASHG19A3A000069,LINC00029,lincRNA
ASHG19A3A018561,LINC01056,lincRNA
ASHG19A3A018565,HAR1B,lincRNA
ASHG19A3A018564,HAR1B,lincRNA
ASHG19A3A000052,HAR1B,lincRNA
ASHG19A3A017907,HAR1B,lincRNA
ASHG19A3A018564,RF00635,misc_RNA
ASHG19A3A018565,HAR1A,lincRNA
ASHG19A3A017908,AL096828.2,lincRNA
ASHG19A3A017909,AL096828.1,lincRNA
ASHG19A3A017911,YTHDF1,protein_coding
ASHG19A3A005257,BIRC7,protein_coding
ASHG19A3A005944,BIRC7,protein_coding
ASHG19A3A017912,NKAIN4,protein_coding
ASHG19A3A017912,NKAIN4,processed_transcript
ASHG19A3A017913,FLJ16779,antisense
ASHG19A3A018567,FLJ16779,antisense
ASHG19A3A018568,ARFGAP1,protein_coding
ASHG19A3A018569,ARFGAP1,protein_coding
ASHG19A3A018568,ARFGAP1,retained_intron
ASHG19A3A018568,ARFGAP1,nonsense_mediated_decay
ASHG19A3A018569,ARFGAP1,processed_transcript
ASHG19A3A018569,ARFGAP1,retained_intron
ASHG19A3A018570,COL20A1,protein_coding
ASHG19A3A018570,COL20A1,retained_intron
ASHG19A3A017914,CHRNA4,protein_coding
ASHG19A3A017914,CHRNA4,processed_transcript
ASHG19A3A018571,CHRNA4,processed_transcript
ASHG19A3A018571,AL121827.1,antisense
ASHG19A3A017916,KCNQ2,protein_coding
ASHG19A3A004302,KCNQ2,protein_coding
ASHG19A3A006303,KCNQ2,protein_coding
ASHG19A3A006304,KCNQ2,protein_coding
ASHG19A3A017917,KCNQ2,processed_transcript
ASHG19A3A017917,KCNQ2,protein_coding
ASHG19A3A018573,AL353658.1,antisense
ASHG19A3A017918,EEF1A2,protein_coding
ASHG19A3A017918,EEF1A2,non_stop_decay
ASHG19A3A017918,EEF1A2,retained_intron
ASHG19A3A018575,AL121829.1,antisense
ASHG19A3A018576,PPDPF,protein_coding
ASHG19A3A017919,PTK6,protein_coding
ASHG19A3A017920,SRMS,protein_coding
ASHG19A3A018577,FNDC11,protein_coding
ASHG19A3A017922,HELZ2,protein_coding
ASHG19A3A017924,HELZ2,protein_coding
ASHG19A3A017925,GMEB2,protein_coding
ASHG19A3A018578,MHENCR,antisense
ASHG19A3A017926,STMN3,protein_coding
ASHG19A3A018579,RTEL1,protein_coding
ASHG19A3A018580,RTEL1,protein_coding
ASHG19A3A018579,RTEL1,nonsense_mediated_decay
ASHG19A3A018579,RTEL1,processed_transcript
ASHG19A3A018580,RTEL1,nonsense_mediated_decay
ASHG19A3A018580,RTEL1,retained_intron
ASHG19A3A018579,RTEL1-TNFRSF6B,nonsense_mediated_decay
ASHG19A3A005557,RTEL1-TNFRSF6B,nonsense_mediated_decay
ASHG19A3A018581,RTEL1-TNFRSF6B,retained_intron
ASHG19A3A018580,RTEL1-TNFRSF6B,retained_intron
ASHG19A3A018581,TNFRSF6B,protein_coding
ASHG19A3A018582,ARFRP1,protein_coding
ASHG19A3A004117,ARFRP1,protein_coding
ASHG19A3A017928,ARFRP1,protein_coding
ASHG19A3A004117,ARFRP1,processed_transcript
ASHG19A3A004117,ARFRP1,nonsense_mediated_decay
ASHG19A3A017928,ARFRP1,retained_intron
ASHG19A3A018582,ZGPAT,protein_coding
ASHG19A3A006549,ZGPAT,protein_coding
ASHG19A3A006549,ZGPAT,retained_intron
ASHG19A3A018583,ZGPAT,protein_coding
ASHG19A3A018584,AL121845.3,nonsense_mediated_decay
ASHG19A3A018584,LIME1,retained_intron
ASHG19A3A018584,LIME1,protein_coding
ASHG19A3A018584,AL121845.2,protein_coding
ASHG19A3A018584,AL121845.2,processed_transcript
ASHG19A3A018587,ZBTB46,protein_coding
ASHG19A3A017929,ZBTB46,protein_coding
ASHG19A3A018585,ZBTB46,protein_coding
ASHG19A3A018587,AL121845.1,antisense
ASHG19A3A018588,ZBTB46-AS1,antisense
ASHG19A3A017930,C20orf181,TEC
ASHG19A3A018590,AL118506.1,antisense
ASHG19A3A017931,AL118506.1,antisense
ASHG19A3A018590,ABHD16B,protein_coding
ASHG19A3A004128,TPD52L2,protein_coding
ASHG19A3A006880,TPD52L2,protein_coding
ASHG19A3A018592,DNAJC5,protein_coding
ASHG19A3A018592,DNAJC5,nonsense_mediated_decay
ASHG19A3A017933,UCKL1,protein_coding
ASHG19A3A017933,UCKL1,processed_transcript
ASHG19A3A018594,UCKL1-AS1,antisense
ASHG19A3A017935,ZNF512B,protein_coding
ASHG19A3A018594,ZNF512B,protein_coding
ASHG19A3A017936,SAMD10,protein_coding
ASHG19A3A018595,PRPF6,protein_coding
ASHG19A3A018597,C20orf204,retained_intron
ASHG19A3A018598,C20orf204,retained_intron
ASHG19A3A018597,C20orf204,protein_coding
ASHG19A3A055282,C20orf204,protein_coding
ASHG19A3A017937,SOX18,protein_coding
ASHG19A3A018601,TCEA2,processed_transcript
ASHG19A3A018600,TCEA2,protein_coding
ASHG19A3A018599,AL355803.1,antisense
ASHG19A3A017938,RGS19,protein_coding
ASHG19A3A001285,RGS19,protein_coding
ASHG19A3A017938,RGS19,processed_transcript
ASHG19A3A018602,OPRL1,protein_coding
ASHG19A3A018603,OPRL1,protein_coding
ASHG19A3A000003,OPRL1,protein_coding
ASHG19A3A017939,LKAAEAR1,protein_coding
ASHG19A3A018604,MYT1,protein_coding
ASHG19A3A017940,NPBWR2,protein_coding
ASHG19A3A018605,PCMTD2,protein_coding
ASHG19A3A001844,PCMTD2,protein_coding
ASHG19A3A022183,CICP4,processed_pseudogene
ASHG19A3A027828,CICP4,processed_pseudogene
ASHG19A3A034287,CICP4,processed_pseudogene
ASHG19A3A017941,CICP4,processed_pseudogene
ASHG19A3A030867,CICP4,processed_pseudogene
ASHG19A3A040518,CICP4,processed_pseudogene
ASHG19A3A017941,LINC00266-1,lincRNA
ASHG19A3A034287,LINC00266-1,lincRNA
ASHG19A3A018606,LINC00266-1,lincRNA
ASHG19A3A024689,LINC00266-1,lincRNA
ASHG19A3A029299,LINC00266-1,lincRNA
ASHG19A3A054958,LINC00266-1,lincRNA
ASHG19A3A018607,LINC00266-1,lincRNA
ASHG19A3A019334,FP565260.4,protein_coding
ASHG19A3A018963,FP565260.3,protein_coding
ASHG19A3A019331,GATD3B,protein_coding
ASHG19A3A006748,GATD3B,protein_coding
ASHG19A3A019331,GATD3B,processed_transcript
ASHG19A3A019331,GATD3B,nonsense_mediated_decay
ASHG19A3A019331,GATD3B,retained_intron
ASHG19A3A019331,FP565260.2,protein_coding
ASHG19A3A019330,FP565260.1,protein_coding
ASHG19A3A019330,FP565260.1,nonsense_mediated_decay
ASHG19A3A019330,FP565260.1,retained_intron
ASHG19A3A019322,H2BFS,protein_coding
ASHG19A3L0001292,CU639417.1,TEC
ASHG19A3A018948,LINC01669,lincRNA
ASHG19A3A018947,LINC01669,lincRNA
ASHG19A3A018946,LINC01669,lincRNA
ASHG19A3A019317,CU639417.4,lincRNA
ASHG19A3A018945,SIK1B,protein_coding
ASHG19A3A018938,CBSL,protein_coding
ASHG19A3A018939,CBSL,protein_coding
ASHG19A3A003809,CBSL,protein_coding
ASHG19A3A018938,CBSL,processed_transcript
ASHG19A3A004544,U2AF1L5,protein_coding
ASHG19A3A001124,U2AF1L5,protein_coding
ASHG19A3A001124,U2AF1L5,nonsense_mediated_decay
ASHG19A3A001123,U2AF1L5,protein_coding
ASHG19A3A001124,U2AF1L5,retained_intron
ASHG19A3A018940,FP236240.3,processed_pseudogene
ASHG19A3A019313,CRYAA2,protein_coding
ASHG19A3A051888,FP475955.3,lincRNA
ASHG19A3A019043,FP475955.2,lincRNA
ASHG19A3A019195,SMIM11B,retained_intron
ASHG19A3A019195,SMIM11B,protein_coding
ASHG19A3A018824,KCNE1B,protein_coding
ASHG19A3A018823,KCNE1B,protein_coding
ASHG19A3A038624,CR381572.2,processed_pseudogene
ASHG19A3A020034,CR381572.1,processed_pseudogene
ASHG19A3A029254,MTCO1P1,processed_pseudogene
ASHG19A3A029224,CR381670.1,unprocessed_pseudogene
ASHG19A3A019403,CR392039.3,lincRNA
ASHG19A3A038610,CR392039.3,lincRNA
ASHG19A3A018608,TEKT4P2,processed_transcript
ASHG19A3A050808,CR381653.1,lincRNA
ASHG19A3A018609,SNX18P12,processed_pseudogene
ASHG19A3A050818,CR381653.2,unprocessed_pseudogene
ASHG19A3A018611,CR382285.1,processed_transcript
ASHG19A3A018610,CR382285.1,transcribed_processed_pseudogene
ASHG19A3A018617,EIF3FP1,processed_pseudogene
ASHG19A3A018616,VN1R7P,processed_pseudogene
ASHG19A3A018614,BAGE2,processed_transcript
ASHG19A3A018613,BAGE2,processed_transcript
ASHG19A3A030298,BAGE2,processed_transcript
ASHG19A3A018612,BAGE2,processed_transcript
ASHG19A3A018614,BAGE2,transcribed_unprocessed_pseudogene
ASHG19A3A018613,BAGE2,transcribed_unprocessed_pseudogene
ASHG19A3A030298,BAGE2,transcribed_unprocessed_pseudogene
ASHG19A3A018612,BAGE2,transcribed_unprocessed_pseudogene
ASHG19A3A018613,AF254983.1,processed_transcript
ASHG19A3A030298,AF254983.1,processed_transcript
ASHG19A3A018612,AF254983.1,processed_transcript
ASHG19A3A006867,AF254983.1,processed_transcript
ASHG19A3A006867,TPTE,protein_coding
ASHG19A3A006869,TPTE,protein_coding
